atlas	K	train_data	train_sess	test_data	test_sess	model_type	group_map_name	subj_num	indiv_test_kappa	dcbc_indiv	inhomo_indiv	task_name	test_run	train_smooth	test_smooth	test_type	strength	spatial_w
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149539		0.027600951	0.9655737	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	150625		0.123463996	0.9137294	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	151728		0.055994548	0.96316993	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153025		0.046042174	0.9489991	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153429		0.068472326	0.94591594	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153833		0.15543535	0.9373779	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153934		0.068491764	0.9258744	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154229		0.10325314	0.935222	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154431		0.18966782	0.9245558	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154936		0.074449435	0.9392006	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	155635		0.083438106	0.9334482	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156031		0.12305009	0.915106	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156435		0.061441798	0.9444337	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158540		0.062059112	0.95103693	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158843		0.057512082	0.91194934	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	159441		0.07606933	0.968032	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	160830		-0.0047134976	0.9535198	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	164939		0.10555047	0.9368261	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	167238		0.17582549	0.8993754	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168139		0.03392216	0.9820392	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168240		0.09394351	0.95427865	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168745		0.0659665	0.94785136	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169040		0.11124265	0.95228714	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169545		0.08566368	0.9457034	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	171330		0.12875456	0.90363586	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172332		0.1121155	0.9166514	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172433		0.16729997	0.9134147	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173435		0.0918158	0.92575645	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173637		-0.0007384855	0.9641223	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	176542		0.096354485	0.9252629	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	178142		0.13025036	0.89692247	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	179346		0.05895494	0.90647334	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	180432		0.124166764	0.9161369	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	185442		0.07349843	0.9181551	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	188145		0.050111994	0.922413	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191336		0.1488922	0.9181489	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191942		0.14070064	0.91226315	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192035		0.117473364	0.9119367	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192843		0.13203043	0.91675746	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	193845		0.052506305	0.9396893	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	194140		0.04969892	0.93388987	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	195849		0.08218268	0.92315865	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	198350		0.11354148	0.92327213	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	199655		0.14892429	0.8996967	EMOTION	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	144428		0.04997714	0.9673157	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	145834		0.2236109	0.94446105	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	146836		0.19229348	0.93267745	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	147636		0.09546639	0.97008145	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	148133		0.17057076	0.9469228	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149337		0.05839795	0.9542434	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149539		0.18942887	0.9524394	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	150625		0.12771136	0.91982305	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	151728		-0.040458415	0.974895	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153025		0.24896295	0.91935915	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153429		0.13751	0.9598435	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153833		0.13460694	0.9449959	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153934		0.084460005	0.9642415	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154229		0.12984526	0.95506877	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154431		0.17088377	0.94829905	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154936		0.06521664	0.9652149	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	155635		0.17323019	0.95191854	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156031		0.0379361	0.96236277	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156435		0.113600165	0.9293139	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158540		0.04944795	0.9625074	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158843		0.06237243	0.95955175	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	159441		0.058235317	0.95618	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	160830		0.027821818	0.96578646	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	164939		0.061076358	0.9613141	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	167238		0.18328984	0.9250676	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168139		0.04343635	0.9864785	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168240		0.1245878	0.9548974	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168745		0.08993604	0.96051824	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169040		0.051230364	0.9683272	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169545		0.107109174	0.96682614	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	171330		0.15051794	0.9649229	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172332		0.16790025	0.94523704	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172433		0.1663037	0.9482348	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173435		0.24495643	0.93699956	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173637		0.016109064	0.9664922	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	176542		0.22998814	0.9252445	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	178142		0.12849605	0.94924444	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	179346		0.29782963	0.90647715	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	180432		0.080616534	0.95889175	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	185442		0.10451526	0.93130827	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	188145		0.12307337	0.93848336	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191336		0.101411544	0.96367097	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191942		0.12412746	0.9507548	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192035		0.22443074	0.9256619	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192843		0.108902365	0.9513342	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	193845		0.1194157	0.9544425	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	194140		0.06849072	0.9667241	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	195849		0.105652854	0.9488062	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	198350		0.14355297	0.951358	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	199655		0.10832065	0.9425311	GAMBLING	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	144428		0.080438375	0.9548135	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	145834		0.046794184	0.95701045	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	146836		0.06552793	0.9429271	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	147636		0.082002066	0.94160926	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	148133		0.11266185	0.9462367	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149337		0.044059835	0.95656174	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149539		-0.0015983568	0.9680443	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	150625		0.034678373	0.9446737	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	151728		0.016736168	0.967992	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153025		0.06993339	0.96189874	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153429		0.08068812	0.9431295	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153833		0.06301969	0.9526202	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153934		0.09277773	0.9506168	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154229		0.08003062	0.9194023	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154431		-0.0030540158	0.95700216	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154936		0.013604143	0.9533171	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	155635		0.07082252	0.9487394	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156031		0.04680687	0.94987977	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156435		0.08643126	0.9331045	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158540		0.033264082	0.96538675	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158843		-0.02757286	0.96166795	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	159441		0.05116036	0.94385755	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	160830		0.048349533	0.9662359	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	164939		0.08807659	0.9445033	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	167238		0.08715817	0.9295494	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168139		0.05259613	0.95418584	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168240		0.08407562	0.9589898	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168745		0.103785895	0.94372106	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169040		0.06331316	0.9639007	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	169545		0.09288412	0.93700016	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	171330		0.097232394	0.9497762	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172332		0.05612201	0.97431725	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	172433		0.048898082	0.9322251	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173435		0.03893857	0.95304173	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	173637		0.005931449	0.94729275	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	176542		0.10173027	0.92591035	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	178142		0.077218585	0.9506702	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	179346		0.1199679	0.9390125	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	180432		0.002037822	0.96225303	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	185442		0.08997848	0.93809545	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	188145		0.013861001	0.9700038	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191336		0.041880373	0.95419574	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	191942		0.05499604	0.9529657	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192035		0.04203174	0.9523519	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	192843		0.07430253	0.9663231	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	193845		0.02148432	0.94891787	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	194140		0.099200636	0.944952	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	195849		0.0826083	0.9455818	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	198350		0.112603925	0.9297694	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	199655		0.005077977	0.95859545	LANGUAGE	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	144428		0.010240361	0.9634096	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	145834		0.07785173	0.94541776	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	146836		0.050444387	0.9480449	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	147636		0.07544411	0.9185515	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	148133		0.08177817	0.92312616	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149337		0.027184665	0.9584905	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	149539		0.056291603	0.956576	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	150625		0.054593932	0.9332296	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	151728		0.014782443	0.96523166	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153025		0.01807145	0.9509838	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153429		0.039912492	0.94718117	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153833		0.024214823	0.9644243	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	153934		0.05801893	0.9416048	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154229		0.10875685	0.91939944	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154431		0.025901623	0.95900434	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	154936		0.04898992	0.95090926	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	155635		0.039754994	0.94235235	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156031		0.033836655	0.9445492	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	156435		0.055607114	0.92222637	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158540		0.0030063717	0.95636	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	158843		0.05885548	0.93410105	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	159441		0.046210494	0.94883496	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	160830		-0.028841794	0.9707856	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	164939		0.0121535985	0.9630486	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	167238		0.0510264	0.9104151	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168139		-0.017630482	0.97839504	MOTOR	1	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	168240		0.052609675	0.948531	MOTOR	1	6fwhm	sm0	Tseries	20	100
