atlas	K	train_data	train_sess	test_data	test_sess	model_type	group_map_name	subj_num	indiv_test_kappa	homo_indiv	task_name	test_run	train_smooth	test_smooth	test_type	strength	spatial_w
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	168745		0.042085525	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	169040		0.06236945	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	169545		0.036947757	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	171330		0.07159349	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	172332		0.045068223	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	172433		0.0938446	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	173435		0.103058964	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	173637		0.16640289	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	176542		0.0983365	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	178142		0.0681125	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	179346		0.07625349	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	180432		0.06419244	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	185442		0.041348882	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	188145		0.027494464	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	191336		0.09365404	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	191942		0.05346024	all	2	6fwhm	sm0	Tseries	20	100
fs32k	17	['HCP']	run-1	HCP	contrasts	Models_03	MSHBM17	192035		0.028725967	all	2	6fwhm	sm0	Tseries	20	100
