atlas	K	train_data	train_sess	test_data	test_sess	model_type	group_map_name	subj_num	indiv_test_kappa	homo_indiv	task_name	test_run	train_smooth	test_smooth	test_type	strength	spatial_w
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134021		0.059176847	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134324		0.07764679	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	134425		0.07589986	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135629		0.09492131	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135730		0.067393444	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	135932		0.10915586	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136126		0.037621517	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136227		0.049725823	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	136631		0.066405565	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	138332		0.07367427	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	140824		0.043363404	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	143325		0.07869236	all	1	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	100206		0.036992796	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	100307		0.047044385	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	100408		0.11302304	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	100610		0.04826401	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	101006		0.049271714	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	101107		0.10828523	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	101309		0.056480113	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	101915		0.049287207	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102008		0.07449755	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102109		0.09752034	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102311		0.08795161	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102513		0.025825439	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102614		0.036815386	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102715		0.049027707	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	102816		0.058222916	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	103111		0.031407446	all	2	6fwhm	sm0	Tseries	20	30
fs32k	17	['HCP']	run-2	HCP	contrasts	Models_03	MSHBM17	103212		0.05265289	all	2	6fwhm	sm0	Tseries	20	30
