sn	train	num_runs	max_dist	bin_width	kappa	DCBC
23	ses-s1	8	40	1.5	2.0	0.18348340261373297
0	ses-s1	8	40	1.5	3.0	0.15877684512157128
1	ses-s1	8	40	1.5	3.0	0.1710195436168942
2	ses-s1	8	40	1.5	3.0	0.07578245961726925
3	ses-s1	8	40	1.5	3.0	0.3727797034463341
4	ses-s1	8	40	1.5	3.0	0.17132874859400127
5	ses-s1	8	40	1.5	3.0	0.224382986145736
6	ses-s1	8	40	1.5	3.0	0.2621621461688597
7	ses-s1	8	40	1.5	3.0	0.19656543086047126
8	ses-s1	8	40	1.5	3.0	0.09302909645704513
9	ses-s1	8	40	1.5	3.0	0.21913784603395778
10	ses-s1	8	40	1.5	3.0	0.3030089639796448
11	ses-s1	8	40	1.5	3.0	0.08339220855599677
12	ses-s1	8	40	1.5	3.0	0.1774966859307274
13	ses-s1	8	40	1.5	3.0	0.2393732931395348
14	ses-s1	8	40	1.5	3.0	0.1452677232735113
15	ses-s1	8	40	1.5	3.0	0.24415054460396668
16	ses-s1	8	40	1.5	3.0	0.18599091677838964
17	ses-s1	8	40	1.5	3.0	0.19209298592267607
18	ses-s1	8	40	1.5	3.0	0.17951142823294372
19	ses-s1	8	40	1.5	3.0	0.22415053985660255
20	ses-s1	8	40	1.5	3.0	0.1774201930541137
21	ses-s1	8	40	1.5	3.0	0.14103049122901876
22	ses-s1	8	40	1.5	3.0	0.15660859383978984
23	ses-s1	8	40	1.5	3.0	0.1841990838532575
0	ses-s1	8	40	1.5	4.0	0.1563315401219311
1	ses-s1	8	40	1.5	4.0	0.1697225828490089
2	ses-s1	8	40	1.5	4.0	0.0742994241148543
3	ses-s1	8	40	1.5	4.0	0.3739975062473495
4	ses-s1	8	40	1.5	4.0	0.16814207599097686
5	ses-s1	8	40	1.5	4.0	0.22559520483745127
6	ses-s1	8	40	1.5	4.0	0.2603772829334519
7	ses-s1	8	40	1.5	4.0	0.19641037020149058
8	ses-s1	8	40	1.5	4.0	0.09018204230390395
9	ses-s1	8	40	1.5	4.0	0.22075605304630763
10	ses-s1	8	40	1.5	4.0	0.30263550075598145
11	ses-s1	8	40	1.5	4.0	0.08603432875026015
12	ses-s1	8	40	1.5	4.0	0.17959695352137214
13	ses-s1	8	40	1.5	4.0	0.2376489407438295
14	ses-s1	8	40	1.5	4.0	0.1438958148758817
15	ses-s1	8	40	1.5	4.0	0.24035721311079142
16	ses-s1	8	40	1.5	4.0	0.18042002331485857
17	ses-s1	8	40	1.5	4.0	0.19169467226067477
18	ses-s1	8	40	1.5	4.0	0.17491418877137888
19	ses-s1	8	40	1.5	4.0	0.2252103879109388
20	ses-s1	8	40	1.5	4.0	0.1751155137900511
21	ses-s1	8	40	1.5	4.0	0.13755903159012636
22	ses-s1	8	40	1.5	4.0	0.15752576354938402
23	ses-s1	8	40	1.5	4.0	0.18381300486834948
0	ses-s1	8	40	1.5	5.0	0.1548191843204834
1	ses-s1	8	40	1.5	5.0	0.1696149313349549
2	ses-s1	8	40	1.5	5.0	0.07380323253692016
3	ses-s1	8	40	1.5	5.0	0.3727213015308804
4	ses-s1	8	40	1.5	5.0	0.1675357186158081
5	ses-s1	8	40	1.5	5.0	0.22563102221238496
6	ses-s1	8	40	1.5	5.0	0.25896259931300913
7	ses-s1	8	40	1.5	5.0	0.1956361432291272
8	ses-s1	8	40	1.5	5.0	0.08820373758062006
9	ses-s1	8	40	1.5	5.0	0.2170082587990914
10	ses-s1	8	40	1.5	5.0	0.3030468810168711
11	ses-s1	8	40	1.5	5.0	0.08626644329148923
12	ses-s1	8	40	1.5	5.0	0.18316667180618323
13	ses-s1	8	40	1.5	5.0	0.23713046105503988
14	ses-s1	8	40	1.5	5.0	0.14282754296886954
15	ses-s1	8	40	1.5	5.0	0.23860276007683381
16	ses-s1	8	40	1.5	5.0	0.17853733061975338
17	ses-s1	8	40	1.5	5.0	0.19040851322351357
18	ses-s1	8	40	1.5	5.0	0.171532834365182
19	ses-s1	8	40	1.5	5.0	0.22327209066859574
20	ses-s1	8	40	1.5	5.0	0.17225655170651047
21	ses-s1	8	40	1.5	5.0	0.13483303653749065
22	ses-s1	8	40	1.5	5.0	0.15630490350344906
23	ses-s1	8	40	1.5	5.0	0.1799180424692368
0	ses-s1	8	40	1.5	6.0	0.15263300257669296
1	ses-s1	8	40	1.5	6.0	0.1699710118443021
2	ses-s1	8	40	1.5	6.0	0.07406956830666807
3	ses-s1	8	40	1.5	6.0	0.3720734168410237
4	ses-s1	8	40	1.5	6.0	0.166318277906313
5	ses-s1	8	40	1.5	6.0	0.22381765451821264
6	ses-s1	8	40	1.5	6.0	0.2585699167705265
7	ses-s1	8	40	1.5	6.0	0.1949424861067465
8	ses-s1	8	40	1.5	6.0	0.08661032647011802
9	ses-s1	8	40	1.5	6.0	0.21601031042163274
10	ses-s1	8	40	1.5	6.0	0.3047205460205551
11	ses-s1	8	40	1.5	6.0	0.08682405026245757
12	ses-s1	8	40	1.5	6.0	0.18359922990569033
13	ses-s1	8	40	1.5	6.0	0.23375790251989298
14	ses-s1	8	40	1.5	6.0	0.14199115707701657
15	ses-s1	8	40	1.5	6.0	0.2377207583006221
16	ses-s1	8	40	1.5	6.0	0.17515552722574734
17	ses-s1	8	40	1.5	6.0	0.18986331802384204
18	ses-s1	8	40	1.5	6.0	0.1703113854671033
19	ses-s1	8	40	1.5	6.0	0.2223687442507434
20	ses-s1	8	40	1.5	6.0	0.17053365627835956
21	ses-s1	8	40	1.5	6.0	0.13440065469618084
22	ses-s1	8	40	1.5	6.0	0.15609413548833084
23	ses-s1	8	40	1.5	6.0	0.17776249958987267
0	ses-s1	8	40	1.5	8.0	0.1509091837819858
1	ses-s1	8	40	1.5	8.0	0.16866031375634283
2	ses-s1	8	40	1.5	8.0	0.0708210505626151
3	ses-s1	8	40	1.5	8.0	0.37084530279767136
4	ses-s1	8	40	1.5	8.0	0.16556838321200487
5	ses-s1	8	40	1.5	8.0	0.2219115892981665
6	ses-s1	8	40	1.5	8.0	0.25687256191786934
7	ses-s1	8	40	1.5	8.0	0.19344677669069002
8	ses-s1	8	40	1.5	8.0	0.08360822963850129
9	ses-s1	8	40	1.5	8.0	0.21353492702207105
10	ses-s1	8	40	1.5	8.0	0.30340025867643966
11	ses-s1	8	40	1.5	8.0	0.08598886770889051
12	ses-s1	8	40	1.5	8.0	0.1838943864498864
13	ses-s1	8	40	1.5	8.0	0.23257733683287968
14	ses-s1	8	40	1.5	8.0	0.139007805957252
15	ses-s1	8	40	1.5	8.0	0.23541365793978167
16	ses-s1	8	40	1.5	8.0	0.1724771527848798
17	ses-s1	8	40	1.5	8.0	0.18914386279426254
18	ses-s1	8	40	1.5	8.0	0.16838521896764808
19	ses-s1	8	40	1.5	8.0	0.2206832657579955
20	ses-s1	8	40	1.5	8.0	0.1655112306581231
21	ses-s1	8	40	1.5	8.0	0.13287969145878226
22	ses-s1	8	40	1.5	8.0	0.1559100375999965
23	ses-s1	8	40	1.5	8.0	0.17541186533196876
0	ses-s1	8	40	1.5	10.0	0.1489038788077508
1	ses-s1	8	40	1.5	10.0	0.1681013600922331
2	ses-s1	8	40	1.5	10.0	0.0706055989755596
3	ses-s1	8	40	1.5	10.0	0.3702671370190773
4	ses-s1	8	40	1.5	10.0	0.16500334417114415
5	ses-s1	8	40	1.5	10.0	0.22208534671924018
6	ses-s1	8	40	1.5	10.0	0.25573221602116725
7	ses-s1	8	40	1.5	10.0	0.19305636952121713
8	ses-s1	8	40	1.5	10.0	0.0812611233707144
9	ses-s1	8	40	1.5	10.0	0.21206076834567986
10	ses-s1	8	40	1.5	10.0	0.30369501676702176
11	ses-s1	8	40	1.5	10.0	0.08692898186000131
12	ses-s1	8	40	1.5	10.0	0.18279162188567014
13	ses-s1	8	40	1.5	10.0	0.23126135441538015
14	ses-s1	8	40	1.5	10.0	0.13748102142129667
15	ses-s1	8	40	1.5	10.0	0.2336592474086377
16	ses-s1	8	40	1.5	10.0	0.17019636518637982
17	ses-s1	8	40	1.5	10.0	0.1890862111146278
18	ses-s1	8	40	1.5	10.0	0.1675412091928544
19	ses-s1	8	40	1.5	10.0	0.2199444199950987
20	ses-s1	8	40	1.5	10.0	0.16275914652031817
21	ses-s1	8	40	1.5	10.0	0.13222560653067159
22	ses-s1	8	40	1.5	10.0	0.1547018064900144
23	ses-s1	8	40	1.5	10.0	0.1729939367225925
0	ses-s1	8	40	1.5	15.0	0.1479835626379388
1	ses-s1	8	40	1.5	15.0	0.16698339560123604
2	ses-s1	8	40	1.5	15.0	0.06843719491220715
3	ses-s1	8	40	1.5	15.0	0.3685789822976799
4	ses-s1	8	40	1.5	15.0	0.1639674005167232
5	ses-s1	8	40	1.5	15.0	0.22173595732928153
6	ses-s1	8	40	1.5	15.0	0.25557772356120356
7	ses-s1	8	40	1.5	15.0	0.1908333701903611
8	ses-s1	8	40	1.5	15.0	0.07882932810257445
9	ses-s1	8	40	1.5	15.0	0.20848891107127868
10	ses-s1	8	40	1.5	15.0	0.30392582783778854
11	ses-s1	8	40	1.5	15.0	0.08703271266809107
12	ses-s1	8	40	1.5	15.0	0.18128710162047917
13	ses-s1	8	40	1.5	15.0	0.22917315804620714
14	ses-s1	8	40	1.5	15.0	0.13437963439062647
15	ses-s1	8	40	1.5	15.0	0.23040486807587246
16	ses-s1	8	40	1.5	15.0	0.16863688983364475
17	ses-s1	8	40	1.5	15.0	0.18761351241577537
18	ses-s1	8	40	1.5	15.0	0.1654152075571071
19	ses-s1	8	40	1.5	15.0	0.217981169078092
20	ses-s1	8	40	1.5	15.0	0.15994221800754
21	ses-s1	8	40	1.5	15.0	0.12897195416591298
22	ses-s1	8	40	1.5	15.0	0.15452030507518874
23	ses-s1	8	40	1.5	15.0	0.1701751326592813
0	ses-s1	8	40	1.5	20.0	0.1472318542069227
1	ses-s1	8	40	1.5	20.0	0.16723201323559894
2	ses-s1	8	40	1.5	20.0	0.06725934629592994
3	ses-s1	8	40	1.5	20.0	0.36909356387585107
4	ses-s1	8	40	1.5	20.0	0.16306158895495998
5	ses-s1	8	40	1.5	20.0	0.2199623826893423
6	ses-s1	8	40	1.5	20.0	0.25592751659804097
7	ses-s1	8	40	1.5	20.0	0.19097320318389102
8	ses-s1	8	40	1.5	20.0	0.07751374863057263
9	ses-s1	8	40	1.5	20.0	0.20612113225157344
10	ses-s1	8	40	1.5	20.0	0.30367762815904503
11	ses-s1	8	40	1.5	20.0	0.08588417904362272
12	ses-s1	8	40	1.5	20.0	0.18095725028269774
13	ses-s1	8	40	1.5	20.0	0.22761442248683772
14	ses-s1	8	40	1.5	20.0	0.1335423898898002
15	ses-s1	8	40	1.5	20.0	0.22827770442671874
16	ses-s1	8	40	1.5	20.0	0.16770495872610636
17	ses-s1	8	40	1.5	20.0	0.18588676364771456
18	ses-s1	8	40	1.5	20.0	0.16393858127794655
19	ses-s1	8	40	1.5	20.0	0.2171345237450336
20	ses-s1	8	40	1.5	20.0	0.1586264131706755
21	ses-s1	8	40	1.5	20.0	0.1268685698985946
22	ses-s1	8	40	1.5	20.0	0.15402433268166432
23	ses-s1	8	40	1.5	20.0	0.16937294251113644
0	ses-s1	8	40	1.5	200.0	0.1445850201144619
1	ses-s1	8	40	1.5	200.0	0.16478874661514537
2	ses-s1	8	40	1.5	200.0	0.06298487890341668
3	ses-s1	8	40	1.5	200.0	0.3659039528789492
4	ses-s1	8	40	1.5	200.0	0.15809026082153932
5	ses-s1	8	40	1.5	200.0	0.21672463671587217
6	ses-s1	8	40	1.5	200.0	0.25273408414215687
7	ses-s1	8	40	1.5	200.0	0.18776850590086655
8	ses-s1	8	40	1.5	200.0	0.0736047047220977
9	ses-s1	8	40	1.5	200.0	0.19891976168275677
10	ses-s1	8	40	1.5	200.0	0.30119657781738995
11	ses-s1	8	40	1.5	200.0	0.08485033068266323
12	ses-s1	8	40	1.5	200.0	0.17745838098491637
13	ses-s1	8	40	1.5	200.0	0.22346483891046193
14	ses-s1	8	40	1.5	200.0	0.1288767372805558
15	ses-s1	8	40	1.5	200.0	0.22580381851613
16	ses-s1	8	40	1.5	200.0	0.16132763703974626
17	ses-s1	8	40	1.5	200.0	0.18180045615877
18	ses-s1	8	40	1.5	200.0	0.1576910666147298
19	ses-s1	8	40	1.5	200.0	0.2129260390873843
20	ses-s1	8	40	1.5	200.0	0.15461260852172215
21	ses-s1	8	40	1.5	200.0	0.12676429631638986
22	ses-s1	8	40	1.5	200.0	0.1518414289211924
23	ses-s1	8	40	1.5	200.0	0.16409274133309898
