sn	iter	num_runs	kappa_indiv	kappa_group
1	19	4	12.277258	7.4663033
2	19	4	10.574277	7.4663033
3	19	4	12.8772745	7.4663033
4	19	4	11.393641	7.4663033
5	19	4	9.139496	7.4663033
6	19	4	12.972372	7.4663033
7	19	4	8.920427	7.4663033
8	19	4	11.247502	7.4663033
9	19	4	10.101598	7.4663033
10	19	4	13.887569	7.4663033
11	19	4	8.314828	7.4663033
12	19	4	13.728006	7.4663033
13	19	4	11.477951	7.4663033
14	19	4	8.828776	7.4663033
15	19	4	12.804127	7.4663033
16	19	4	10.612597	7.4663033
17	19	4	10.766634	7.4663033
18	19	4	11.636526	7.4663033
19	19	4	11.38293	7.4663033
20	19	4	14.562638	7.4663033
21	19	4	11.970995	7.4663033
22	19	4	9.9798	7.4663033
23	19	4	8.889767	7.4663033
0	19	4	12.282475	7.772856
1	19	4	12.277258	7.772856
2	19	4	10.574277	7.772856
3	19	4	12.8772745	7.772856
4	19	4	11.393641	7.772856
5	19	4	9.139496	7.772856
6	19	4	12.972372	7.772856
7	19	4	8.920427	7.772856
8	19	4	11.247502	7.772856
9	19	4	10.101598	7.772856
10	19	4	13.887569	7.772856
11	19	4	8.314828	7.772856
12	19	4	13.728006	7.772856
13	19	4	11.477951	7.772856
14	19	4	8.828776	7.772856
15	19	4	12.804127	7.772856
16	19	4	10.612597	7.772856
17	19	4	10.766634	7.772856
18	19	4	11.636526	7.772856
19	19	4	11.38293	7.772856
20	19	4	14.562638	7.772856
21	19	4	11.970995	7.772856
22	19	4	9.9798	7.772856
23	19	4	8.889767	7.772856
0	20	4	15.326628	7.772856
1	20	4	13.034973	7.772856
2	20	4	11.9266815	7.772856
3	20	4	13.527525	7.772856
4	20	4	11.312964	7.772856
5	20	4	10.99868	7.772856
6	20	4	12.63882	7.772856
7	20	4	10.513222	7.772856
8	20	4	12.721114	7.772856
9	20	4	10.733883	7.772856
10	20	4	15.66233	7.772856
11	20	4	10.057538	7.772856
12	20	4	11.729774	7.772856
13	20	4	12.5535965	7.772856
14	20	4	10.665358	7.772856
15	20	4	12.479526	7.772856
16	20	4	9.850241	7.772856
17	20	4	12.380755	7.772856
18	20	4	17.27414	7.772856
19	20	4	11.789801	7.772856
20	20	4	12.415318	7.772856
21	20	4	11.822919	7.772856
22	20	4	11.511504	7.772856
23	20	4	10.780554	7.772856
0	20	4	15.326628	8.191728
1	20	4	13.034973	8.191728
2	20	4	11.9266815	8.191728
3	20	4	13.527525	8.191728
4	20	4	11.312964	8.191728
5	20	4	10.99868	8.191728
6	20	4	12.63882	8.191728
7	20	4	10.513222	8.191728
8	20	4	12.721114	8.191728
9	20	4	10.733883	8.191728
10	20	4	15.66233	8.191728
11	20	4	10.057538	8.191728
12	20	4	11.729774	8.191728
13	20	4	12.5535965	8.191728
14	20	4	10.665358	8.191728
15	20	4	12.479526	8.191728
16	20	4	9.850241	8.191728
17	20	4	12.380755	8.191728
18	20	4	17.27414	8.191728
19	20	4	11.789801	8.191728
20	20	4	12.415318	8.191728
21	20	4	11.822919	8.191728
22	20	4	11.511504	8.191728
23	20	4	10.780554	8.191728
0	21	4	11.710378	8.191728
1	21	4	12.480845	8.191728
2	21	4	9.181217	8.191728
3	21	4	13.223824	8.191728
4	21	4	13.567319	8.191728
5	21	4	10.846343	8.191728
6	21	4	13.325587	8.191728
7	21	4	8.956322	8.191728
8	21	4	10.44321	8.191728
9	21	4	9.390602	8.191728
10	21	4	13.156907	8.191728
11	21	4	10.678868	8.191728
12	21	4	13.07419	8.191728
13	21	4	12.934797	8.191728
14	21	4	8.753488	8.191728
15	21	4	12.760513	8.191728
16	21	4	10.491104	8.191728
17	21	4	9.604416	8.191728
18	21	4	11.7664995	8.191728
19	21	4	10.924684	8.191728
20	21	4	12.591047	8.191728
21	21	4	12.038216	8.191728
22	21	4	9.643524	8.191728
23	21	4	10.575578	8.191728
0	21	4	11.710378	7.7944913
1	21	4	12.480845	7.7944913
2	21	4	9.181217	7.7944913
3	21	4	13.223824	7.7944913
4	21	4	13.567319	7.7944913
5	21	4	10.846343	7.7944913
6	21	4	13.325587	7.7944913
7	21	4	8.956322	7.7944913
8	21	4	10.44321	7.7944913
9	21	4	9.390602	7.7944913
10	21	4	13.156907	7.7944913
11	21	4	10.678868	7.7944913
12	21	4	13.07419	7.7944913
13	21	4	12.934797	7.7944913
14	21	4	8.753488	7.7944913
15	21	4	12.760513	7.7944913
16	21	4	10.491104	7.7944913
17	21	4	9.604416	7.7944913
18	21	4	11.7664995	7.7944913
19	21	4	10.924684	7.7944913
20	21	4	12.591047	7.7944913
21	21	4	12.038216	7.7944913
22	21	4	9.643524	7.7944913
23	21	4	10.575578	7.7944913
0	22	4	14.123763	7.7944913
1	22	4	12.805855	7.7944913
2	22	4	11.704551	7.7944913
3	22	4	13.389979	7.7944913
4	22	4	11.698749	7.7944913
5	22	4	11.217764	7.7944913
6	22	4	14.505278	7.7944913
7	22	4	10.910156	7.7944913
8	22	4	12.338406	7.7944913
9	22	4	11.62763	7.7944913
10	22	4	17.429651	7.7944913
11	22	4	9.898987	7.7944913
12	22	4	12.372709	7.7944913
13	22	4	11.824348	7.7944913
14	22	4	11.066876	7.7944913
15	22	4	14.552502	7.7944913
16	22	4	11.5621	7.7944913
17	22	4	11.729493	7.7944913
18	22	4	14.216498	7.7944913
19	22	4	11.295285	7.7944913
20	22	4	14.053595	7.7944913
21	22	4	11.399217	7.7944913
22	22	4	12.015861	7.7944913
23	22	4	12.825173	7.7944913
0	22	4	14.123763	8.383662
1	22	4	12.805855	8.383662
2	22	4	11.704551	8.383662
3	22	4	13.389979	8.383662
4	22	4	11.698749	8.383662
5	22	4	11.217764	8.383662
6	22	4	14.505278	8.383662
7	22	4	10.910156	8.383662
8	22	4	12.338406	8.383662
9	22	4	11.62763	8.383662
10	22	4	17.429651	8.383662
11	22	4	9.898987	8.383662
12	22	4	12.372709	8.383662
13	22	4	11.824348	8.383662
14	22	4	11.066876	8.383662
15	22	4	14.552502	8.383662
16	22	4	11.5621	8.383662
17	22	4	11.729493	8.383662
18	22	4	14.216498	8.383662
19	22	4	11.295285	8.383662
20	22	4	14.053595	8.383662
21	22	4	11.399217	8.383662
22	22	4	12.015861	8.383662
23	22	4	12.825173	8.383662
0	23	4	13.458232	8.383662
1	23	4	11.932866	8.383662
2	23	4	10.421446	8.383662
3	23	4	13.974121	8.383662
4	23	4	17.55338	8.383662
5	23	4	9.473663	8.383662
6	23	4	14.636968	8.383662
7	23	4	10.37633	8.383662
8	23	4	9.922744	8.383662
9	23	4	11.641506	8.383662
10	23	4	16.106026	8.383662
11	23	4	11.889156	8.383662
12	23	4	15.507269	8.383662
13	23	4	11.630482	8.383662
14	23	4	13.590421	8.383662
15	23	4	14.768927	8.383662
16	23	4	13.072821	8.383662
17	23	4	11.791675	8.383662
18	23	4	15.400496	8.383662
19	23	4	13.893218	8.383662
20	23	4	11.728724	8.383662
21	23	4	13.09525	8.383662
22	23	4	11.844226	8.383662
23	23	4	11.079174	8.383662
0	23	4	13.458232	9.011913
1	23	4	11.932866	9.011913
2	23	4	10.421446	9.011913
3	23	4	13.974121	9.011913
4	23	4	17.55338	9.011913
5	23	4	9.473663	9.011913
6	23	4	14.636968	9.011913
7	23	4	10.37633	9.011913
8	23	4	9.922744	9.011913
9	23	4	11.641506	9.011913
10	23	4	16.106026	9.011913
11	23	4	11.889156	9.011913
12	23	4	15.507269	9.011913
13	23	4	11.630482	9.011913
14	23	4	13.590421	9.011913
15	23	4	14.768927	9.011913
16	23	4	13.072821	9.011913
17	23	4	11.791675	9.011913
18	23	4	15.400496	9.011913
19	23	4	13.893218	9.011913
20	23	4	11.728724	9.011913
21	23	4	13.09525	9.011913
22	23	4	11.844226	9.011913
23	23	4	11.079174	9.011913
0	24	4	12.212768	9.011913
1	24	4	11.509228	9.011913
2	24	4	9.855405	9.011913
3	24	4	13.002474	9.011913
4	24	4	12.2313595	9.011913
5	24	4	10.964426	9.011913
6	24	4	12.427988	9.011913
7	24	4	10.666335	9.011913
8	24	4	11.349014	9.011913
9	24	4	10.618999	9.011913
10	24	4	13.911544	9.011913
11	24	4	9.798379	9.011913
12	24	4	12.87596	9.011913
13	24	4	11.921736	9.011913
14	24	4	8.358457	9.011913
15	24	4	12.064021	9.011913
16	24	4	9.234929	9.011913
17	24	4	10.986514	9.011913
18	24	4	12.611023	9.011913
19	24	4	11.12047	9.011913
20	24	4	10.358248	9.011913
21	24	4	9.724893	9.011913
22	24	4	10.1207485	9.011913
23	24	4	9.9468775	9.011913
0	24	4	12.212768	7.678357
1	24	4	11.509228	7.678357
2	24	4	9.855405	7.678357
3	24	4	13.002474	7.678357
4	24	4	12.2313595	7.678357
5	24	4	10.964426	7.678357
6	24	4	12.427988	7.678357
7	24	4	10.666335	7.678357
8	24	4	11.349014	7.678357
9	24	4	10.618999	7.678357
10	24	4	13.911544	7.678357
11	24	4	9.798379	7.678357
12	24	4	12.87596	7.678357
13	24	4	11.921736	7.678357
14	24	4	8.358457	7.678357
15	24	4	12.064021	7.678357
16	24	4	9.234929	7.678357
17	24	4	10.986514	7.678357
18	24	4	12.611023	7.678357
19	24	4	11.12047	7.678357
20	24	4	10.358248	7.678357
21	24	4	9.724893	7.678357
22	24	4	10.1207485	7.678357
23	24	4	9.9468775	7.678357
0	25	4	12.061213	7.678357
1	25	4	12.736348	7.678357
2	25	4	10.105002	7.678357
3	25	4	13.304673	7.678357
4	25	4	8.728352	7.678357
5	25	4	10.173482	7.678357
6	25	4	13.874002	7.678357
7	25	4	9.056215	7.678357
8	25	4	10.451182	7.678357
9	25	4	10.1722145	7.678357
10	25	4	13.372483	7.678357
11	25	4	9.57885	7.678357
12	25	4	13.713974	7.678357
13	25	4	12.999585	7.678357
14	25	4	9.634494	7.678357
15	25	4	14.155632	7.678357
16	25	4	10.985933	7.678357
17	25	4	9.403325	7.678357
18	25	4	11.352811	7.678357
19	25	4	12.92998	7.678357
20	25	4	10.679351	7.678357
21	25	4	10.837841	7.678357
22	25	4	11.342493	7.678357
23	25	4	9.797817	7.678357
0	25	4	12.061213	8.037119
1	25	4	12.736348	8.037119
2	25	4	10.105002	8.037119
3	25	4	13.304673	8.037119
4	25	4	8.728352	8.037119
5	25	4	10.173482	8.037119
6	25	4	13.874002	8.037119
7	25	4	9.056215	8.037119
8	25	4	10.451182	8.037119
9	25	4	10.1722145	8.037119
10	25	4	13.372483	8.037119
11	25	4	9.57885	8.037119
12	25	4	13.713974	8.037119
13	25	4	12.999585	8.037119
14	25	4	9.634494	8.037119
15	25	4	14.155632	8.037119
16	25	4	10.985933	8.037119
17	25	4	9.403325	8.037119
18	25	4	11.352811	8.037119
19	25	4	12.92998	8.037119
20	25	4	10.679351	8.037119
21	25	4	10.837841	8.037119
22	25	4	11.342493	8.037119
23	25	4	9.797817	8.037119
0	26	4	13.380346	8.037119
1	26	4	10.38139	8.037119
2	26	4	9.550812	8.037119
3	26	4	12.691355	8.037119
4	26	4	11.18968	8.037119
5	26	4	10.232694	8.037119
6	26	4	12.234845	8.037119
7	26	4	9.892441	8.037119
8	26	4	10.681086	8.037119
9	26	4	9.530516	8.037119
10	26	4	12.972686	8.037119
11	26	4	8.968049	8.037119
12	26	4	12.9476595	8.037119
13	26	4	10.732877	8.037119
14	26	4	9.000223	8.037119
15	26	4	11.531706	8.037119
16	26	4	10.23795	8.037119
17	26	4	10.152614	8.037119
18	26	4	12.793408	8.037119
19	26	4	12.51192	8.037119
20	26	4	11.124612	8.037119
21	26	4	9.864626	8.037119
22	26	4	10.564311	8.037119
23	26	4	9.290188	8.037119
0	26	4	13.380346	7.5908933
1	26	4	10.38139	7.5908933
2	26	4	9.550812	7.5908933
3	26	4	12.691355	7.5908933
4	26	4	11.18968	7.5908933
5	26	4	10.232694	7.5908933
6	26	4	12.234845	7.5908933
7	26	4	9.892441	7.5908933
8	26	4	10.681086	7.5908933
9	26	4	9.530516	7.5908933
10	26	4	12.972686	7.5908933
11	26	4	8.968049	7.5908933
12	26	4	12.9476595	7.5908933
13	26	4	10.732877	7.5908933
14	26	4	9.000223	7.5908933
15	26	4	11.531706	7.5908933
16	26	4	10.23795	7.5908933
17	26	4	10.152614	7.5908933
18	26	4	12.793408	7.5908933
19	26	4	12.51192	7.5908933
20	26	4	11.124612	7.5908933
21	26	4	9.864626	7.5908933
22	26	4	10.564311	7.5908933
23	26	4	9.290188	7.5908933
0	27	4	11.281538	7.5908933
1	27	4	12.383523	7.5908933
2	27	4	9.751093	7.5908933
3	27	4	14.014003	7.5908933
4	27	4	10.80323	7.5908933
5	27	4	10.664413	7.5908933
6	27	4	14.288477	7.5908933
7	27	4	9.293674	7.5908933
8	27	4	10.950801	7.5908933
9	27	4	10.562572	7.5908933
10	27	4	13.659544	7.5908933
11	27	4	8.773306	7.5908933
12	27	4	13.136538	7.5908933
13	27	4	11.347752	7.5908933
14	27	4	9.166351	7.5908933
15	27	4	12.12496	7.5908933
16	27	4	9.190753	7.5908933
17	27	4	10.285751	7.5908933
18	27	4	13.238755	7.5908933
19	27	4	10.852154	7.5908933
20	27	4	11.470693	7.5908933
21	27	4	9.041915	7.5908933
22	27	4	9.925734	7.5908933
23	27	4	8.562125	7.5908933
0	27	4	11.281538	7.7467914
1	27	4	12.383523	7.7467914
2	27	4	9.751093	7.7467914
3	27	4	14.014003	7.7467914
4	27	4	10.80323	7.7467914
5	27	4	10.664413	7.7467914
6	27	4	14.288477	7.7467914
7	27	4	9.293674	7.7467914
8	27	4	10.950801	7.7467914
9	27	4	10.562572	7.7467914
10	27	4	13.659544	7.7467914
11	27	4	8.773306	7.7467914
12	27	4	13.136538	7.7467914
13	27	4	11.347752	7.7467914
14	27	4	9.166351	7.7467914
15	27	4	12.12496	7.7467914
16	27	4	9.190753	7.7467914
17	27	4	10.285751	7.7467914
18	27	4	13.238755	7.7467914
19	27	4	10.852154	7.7467914
20	27	4	11.470693	7.7467914
21	27	4	9.041915	7.7467914
22	27	4	9.925734	7.7467914
23	27	4	8.562125	7.7467914
0	28	4	12.913445	7.7467914
1	28	4	10.779962	7.7467914
2	28	4	8.920368	7.7467914
3	28	4	13.632839	7.7467914
4	28	4	11.8889065	7.7467914
5	28	4	10.069989	7.7467914
6	28	4	12.977068	7.7467914
7	28	4	8.911602	7.7467914
8	28	4	9.116266	7.7467914
9	28	4	11.076821	7.7467914
10	28	4	14.627472	7.7467914
11	28	4	9.453964	7.7467914
12	28	4	14.016863	7.7467914
13	28	4	11.820791	7.7467914
14	28	4	10.689554	7.7467914
15	28	4	11.792578	7.7467914
16	28	4	9.182719	7.7467914
17	28	4	9.599132	7.7467914
18	28	4	13.132009	7.7467914
19	28	4	11.20917	7.7467914
20	28	4	12.370746	7.7467914
21	28	4	9.256816	7.7467914
22	28	4	9.68876	7.7467914
23	28	4	9.391809	7.7467914
0	28	4	12.913445	7.8245063
1	28	4	10.779962	7.8245063
2	28	4	8.920368	7.8245063
3	28	4	13.632839	7.8245063
4	28	4	11.8889065	7.8245063
5	28	4	10.069989	7.8245063
6	28	4	12.977068	7.8245063
7	28	4	8.911602	7.8245063
8	28	4	9.116266	7.8245063
9	28	4	11.076821	7.8245063
10	28	4	14.627472	7.8245063
11	28	4	9.453964	7.8245063
12	28	4	14.016863	7.8245063
13	28	4	11.820791	7.8245063
14	28	4	10.689554	7.8245063
15	28	4	11.792578	7.8245063
16	28	4	9.182719	7.8245063
17	28	4	9.599132	7.8245063
18	28	4	13.132009	7.8245063
19	28	4	11.20917	7.8245063
20	28	4	12.370746	7.8245063
21	28	4	9.256816	7.8245063
22	28	4	9.68876	7.8245063
23	28	4	9.391809	7.8245063
0	29	4	12.030777	7.8245063
1	29	4	11.651064	7.8245063
2	29	4	11.792026	7.8245063
3	29	4	14.954976	7.8245063
4	29	4	11.073031	7.8245063
5	29	4	10.969077	7.8245063
6	29	4	15.075001	7.8245063
7	29	4	10.09294	7.8245063
8	29	4	13.669607	7.8245063
9	29	4	11.140954	7.8245063
10	29	4	13.975749	7.8245063
11	29	4	8.867208	7.8245063
12	29	4	15.467459	7.8245063
13	29	4	13.152474	7.8245063
14	29	4	11.743171	7.8245063
15	29	4	12.338067	7.8245063
16	29	4	10.9548235	7.8245063
17	29	4	10.227838	7.8245063
18	29	4	14.600226	7.8245063
19	29	4	14.265429	7.8245063
20	29	4	14.52884	7.8245063
21	29	4	11.089108	7.8245063
22	29	4	11.247123	7.8245063
23	29	4	10.559218	7.8245063
0	29	4	12.030777	8.001476
1	29	4	11.651064	8.001476
2	29	4	11.792026	8.001476
3	29	4	14.954976	8.001476
4	29	4	11.073031	8.001476
5	29	4	10.969077	8.001476
6	29	4	15.075001	8.001476
7	29	4	10.09294	8.001476
8	29	4	13.669607	8.001476
9	29	4	11.140954	8.001476
10	29	4	13.975749	8.001476
11	29	4	8.867208	8.001476
12	29	4	15.467459	8.001476
13	29	4	13.152474	8.001476
14	29	4	11.743171	8.001476
15	29	4	12.338067	8.001476
16	29	4	10.9548235	8.001476
17	29	4	10.227838	8.001476
18	29	4	14.600226	8.001476
19	29	4	14.265429	8.001476
20	29	4	14.52884	8.001476
21	29	4	11.089108	8.001476
22	29	4	11.247123	8.001476
23	29	4	10.559218	8.001476
0	0	5	10.603779	8.001476
1	0	5	11.412513	8.001476
2	0	5	10.6533165	8.001476
3	0	5	12.280299	8.001476
4	0	5	9.387419	8.001476
5	0	5	7.8404093	8.001476
6	0	5	11.916788	8.001476
7	0	5	9.083863	8.001476
8	0	5	10.394845	8.001476
9	0	5	8.892145	8.001476
10	0	5	12.753579	8.001476
11	0	5	7.8389263	8.001476
12	0	5	11.523742	8.001476
13	0	5	10.785981	8.001476
14	0	5	8.322047	8.001476
15	0	5	12.369515	8.001476
16	0	5	8.95138	8.001476
17	0	5	9.747102	8.001476
18	0	5	11.897419	8.001476
19	0	5	10.4435005	8.001476
20	0	5	11.95659	8.001476
21	0	5	10.674836	8.001476
22	0	5	10.415564	8.001476
23	0	5	8.755957	8.001476
0	0	5	10.603779	7.6639404
1	0	5	11.412513	7.6639404
2	0	5	10.6533165	7.6639404
3	0	5	12.280299	7.6639404
4	0	5	9.387419	7.6639404
5	0	5	7.8404093	7.6639404
6	0	5	11.916788	7.6639404
7	0	5	9.083863	7.6639404
8	0	5	10.394845	7.6639404
9	0	5	8.892145	7.6639404
10	0	5	12.753579	7.6639404
11	0	5	7.8389263	7.6639404
12	0	5	11.523742	7.6639404
13	0	5	10.785981	7.6639404
14	0	5	8.322047	7.6639404
15	0	5	12.369515	7.6639404
16	0	5	8.95138	7.6639404
17	0	5	9.747102	7.6639404
18	0	5	11.897419	7.6639404
19	0	5	10.4435005	7.6639404
20	0	5	11.95659	7.6639404
21	0	5	10.674836	7.6639404
22	0	5	10.415564	7.6639404
23	0	5	8.755957	7.6639404
0	1	5	10.219433	7.6639404
1	1	5	11.936279	7.6639404
2	1	5	8.950481	7.6639404
3	1	5	13.321718	7.6639404
4	1	5	10.332435	7.6639404
5	1	5	9.975855	7.6639404
6	1	5	12.33169	7.6639404
7	1	5	8.57969	7.6639404
8	1	5	8.698199	7.6639404
9	1	5	9.469823	7.6639404
10	1	5	13.0413885	7.6639404
11	1	5	9.05712	7.6639404
12	1	5	12.77292	7.6639404
13	1	5	11.612147	7.6639404
14	1	5	9.172261	7.6639404
15	1	5	12.927801	7.6639404
16	1	5	9.773472	7.6639404
17	1	5	8.93758	7.6639404
18	1	5	11.300571	7.6639404
19	1	5	12.6595955	7.6639404
20	1	5	10.639451	7.6639404
21	1	5	8.755707	7.6639404
22	1	5	11.391117	7.6639404
23	1	5	8.90526	7.6639404
0	1	5	10.219433	7.8178363
1	1	5	11.936279	7.8178363
2	1	5	8.950481	7.8178363
3	1	5	13.321718	7.8178363
4	1	5	10.332435	7.8178363
5	1	5	9.975855	7.8178363
6	1	5	12.33169	7.8178363
7	1	5	8.57969	7.8178363
8	1	5	8.698199	7.8178363
9	1	5	9.469823	7.8178363
10	1	5	13.0413885	7.8178363
11	1	5	9.05712	7.8178363
12	1	5	12.77292	7.8178363
13	1	5	11.612147	7.8178363
14	1	5	9.172261	7.8178363
15	1	5	12.927801	7.8178363
16	1	5	9.773472	7.8178363
17	1	5	8.93758	7.8178363
18	1	5	11.300571	7.8178363
19	1	5	12.6595955	7.8178363
20	1	5	10.639451	7.8178363
21	1	5	8.755707	7.8178363
22	1	5	11.391117	7.8178363
23	1	5	8.90526	7.8178363
0	2	5	11.972704	7.8178363
1	2	5	11.301037	7.8178363
2	2	5	8.047178	7.8178363
3	2	5	12.327245	7.8178363
4	2	5	11.384199	7.8178363
5	2	5	10.569014	7.8178363
6	2	5	11.953478	7.8178363
7	2	5	10.077027	7.8178363
8	2	5	10.100677	7.8178363
9	2	5	8.856546	7.8178363
10	2	5	13.56105	7.8178363
11	2	5	9.148202	7.8178363
12	2	5	10.950846	7.8178363
13	2	5	11.867682	7.8178363
14	2	5	7.2850943	7.8178363
15	2	5	11.558485	7.8178363
16	2	5	9.549079	7.8178363
17	2	5	9.467724	7.8178363
18	2	5	9.992555	7.8178363
19	2	5	10.983188	7.8178363
20	2	5	10.144502	7.8178363
21	2	5	10.016231	7.8178363
22	2	5	8.125725	7.8178363
23	2	5	8.121853	7.8178363
0	2	5	11.972704	7.4287777
1	2	5	11.301037	7.4287777
2	2	5	8.047178	7.4287777
3	2	5	12.327245	7.4287777
4	2	5	11.384199	7.4287777
5	2	5	10.569014	7.4287777
6	2	5	11.953478	7.4287777
7	2	5	10.077027	7.4287777
8	2	5	10.100677	7.4287777
9	2	5	8.856546	7.4287777
10	2	5	13.56105	7.4287777
11	2	5	9.148202	7.4287777
12	2	5	10.950846	7.4287777
13	2	5	11.867682	7.4287777
14	2	5	7.2850943	7.4287777
15	2	5	11.558485	7.4287777
16	2	5	9.549079	7.4287777
17	2	5	9.467724	7.4287777
18	2	5	9.992555	7.4287777
19	2	5	10.983188	7.4287777
20	2	5	10.144502	7.4287777
21	2	5	10.016231	7.4287777
22	2	5	8.125725	7.4287777
23	2	5	8.121853	7.4287777
0	3	5	10.935524	7.4287777
1	3	5	11.195553	7.4287777
2	3	5	10.006576	7.4287777
3	3	5	13.339409	7.4287777
4	3	5	11.094862	7.4287777
5	3	5	9.025635	7.4287777
6	3	5	12.331847	7.4287777
7	3	5	10.442596	7.4287777
8	3	5	10.114504	7.4287777
9	3	5	9.165088	7.4287777
10	3	5	15.268159	7.4287777
11	3	5	10.127355	7.4287777
12	3	5	11.984828	7.4287777
13	3	5	11.331188	7.4287777
14	3	5	10.320052	7.4287777
15	3	5	14.156402	7.4287777
16	3	5	11.628283	7.4287777
17	3	5	11.099018	7.4287777
18	3	5	12.961163	7.4287777
19	3	5	11.135317	7.4287777
20	3	5	11.309969	7.4287777
21	3	5	10.989073	7.4287777
22	3	5	12.623894	7.4287777
23	3	5	11.721999	7.4287777
0	3	5	10.935524	8.40631
1	3	5	11.195553	8.40631
2	3	5	10.006576	8.40631
3	3	5	13.339409	8.40631
4	3	5	11.094862	8.40631
5	3	5	9.025635	8.40631
6	3	5	12.331847	8.40631
7	3	5	10.442596	8.40631
8	3	5	10.114504	8.40631
9	3	5	9.165088	8.40631
10	3	5	15.268159	8.40631
11	3	5	10.127355	8.40631
12	3	5	11.984828	8.40631
13	3	5	11.331188	8.40631
14	3	5	10.320052	8.40631
15	3	5	14.156402	8.40631
16	3	5	11.628283	8.40631
17	3	5	11.099018	8.40631
18	3	5	12.961163	8.40631
19	3	5	11.135317	8.40631
20	3	5	11.309969	8.40631
21	3	5	10.989073	8.40631
22	3	5	12.623894	8.40631
23	3	5	11.721999	8.40631
0	4	5	12.15613	8.40631
1	4	5	10.0072565	8.40631
2	4	5	9.763609	8.40631
3	4	5	11.88945	8.40631
4	4	5	12.270438	8.40631
5	4	5	8.592393	8.40631
6	4	5	12.203132	8.40631
7	4	5	9.526195	8.40631
8	4	5	10.507861	8.40631
9	4	5	9.152386	8.40631
10	4	5	13.978079	8.40631
11	4	5	8.183679	8.40631
12	4	5	11.797871	8.40631
13	4	5	10.992807	8.40631
14	4	5	9.025434	8.40631
15	4	5	11.01407	8.40631
16	4	5	9.825391	8.40631
17	4	5	10.52611	8.40631
18	4	5	11.244805	8.40631
19	4	5	10.063055	8.40631
20	4	5	10.143783	8.40631
21	4	5	10.716143	8.40631
22	4	5	9.928828	8.40631
23	4	5	9.169374	8.40631
0	4	5	12.15613	7.8648458
1	4	5	10.0072565	7.8648458
2	4	5	9.763609	7.8648458
3	4	5	11.88945	7.8648458
4	4	5	12.270438	7.8648458
5	4	5	8.592393	7.8648458
6	4	5	12.203132	7.8648458
7	4	5	9.526195	7.8648458
8	4	5	10.507861	7.8648458
9	4	5	9.152386	7.8648458
10	4	5	13.978079	7.8648458
11	4	5	8.183679	7.8648458
12	4	5	11.797871	7.8648458
13	4	5	10.992807	7.8648458
14	4	5	9.025434	7.8648458
15	4	5	11.01407	7.8648458
16	4	5	9.825391	7.8648458
17	4	5	10.52611	7.8648458
18	4	5	11.244805	7.8648458
19	4	5	10.063055	7.8648458
20	4	5	10.143783	7.8648458
21	4	5	10.716143	7.8648458
22	4	5	9.928828	7.8648458
23	4	5	9.169374	7.8648458
0	5	5	10.343646	7.8648458
1	5	5	10.33749	7.8648458
2	5	5	9.811403	7.8648458
3	5	5	12.674926	7.8648458
4	5	5	10.557235	7.8648458
5	5	5	9.017598	7.8648458
6	5	5	12.406285	7.8648458
7	5	5	9.048211	7.8648458
8	5	5	9.109745	7.8648458
9	5	5	8.7799635	7.8648458
10	5	5	12.846184	7.8648458
11	5	5	9.030991	7.8648458
12	5	5	11.590429	7.8648458
13	5	5	11.215419	7.8648458
14	5	5	8.665606	7.8648458
15	5	5	12.9800825	7.8648458
16	5	5	10.1622	7.8648458
17	5	5	11.161471	7.8648458
18	5	5	12.3001995	7.8648458
19	5	5	11.493966	7.8648458
20	5	5	10.201124	7.8648458
21	5	5	9.690368	7.8648458
22	5	5	11.005624	7.8648458
23	5	5	9.705823	7.8648458
0	5	5	10.343646	7.779944
1	5	5	10.33749	7.779944
2	5	5	9.811403	7.779944
3	5	5	12.674926	7.779944
4	5	5	10.557235	7.779944
5	5	5	9.017598	7.779944
6	5	5	12.406285	7.779944
7	5	5	9.048211	7.779944
8	5	5	9.109745	7.779944
9	5	5	8.7799635	7.779944
10	5	5	12.846184	7.779944
11	5	5	9.030991	7.779944
12	5	5	11.590429	7.779944
13	5	5	11.215419	7.779944
14	5	5	8.665606	7.779944
15	5	5	12.9800825	7.779944
16	5	5	10.1622	7.779944
17	5	5	11.161471	7.779944
18	5	5	12.3001995	7.779944
19	5	5	11.493966	7.779944
20	5	5	10.201124	7.779944
21	5	5	9.690368	7.779944
22	5	5	11.005624	7.779944
23	5	5	9.705823	7.779944
0	6	5	11.975152	7.779944
1	6	5	11.815901	7.779944
2	6	5	7.577936	7.779944
3	6	5	12.76065	7.779944
4	6	5	14.318113	7.779944
5	6	5	9.715816	7.779944
6	6	5	12.628166	7.779944
7	6	5	8.966637	7.779944
8	6	5	9.057367	7.779944
9	6	5	9.259645	7.779944
10	6	5	13.947867	7.779944
11	6	5	9.429935	7.779944
12	6	5	14.296417	7.779944
13	6	5	11.776211	7.779944
14	6	5	7.5203857	7.779944
15	6	5	11.999047	7.779944
16	6	5	10.285317	7.779944
17	6	5	9.6352825	7.779944
18	6	5	10.714101	7.779944
19	6	5	10.428615	7.779944
20	6	5	11.112417	7.779944
21	6	5	9.6601095	7.779944
22	6	5	9.374242	7.779944
23	6	5	9.00166	7.779944
0	6	5	11.975152	7.862096
1	6	5	11.815901	7.862096
2	6	5	7.577936	7.862096
3	6	5	12.76065	7.862096
4	6	5	14.318113	7.862096
5	6	5	9.715816	7.862096
