sn	iter	num_runs	kappa_indiv	kappa_group
16	7	2	16.241653	9.633247
17	7	2	12.472325	9.633247
18	7	2	19.793036	9.633247
19	7	2	14.588518	9.633247
20	7	2	16.322863	9.633247
21	7	2	13.708382	9.633247
22	7	2	13.898202	9.633247
23	7	2	14.904713	9.633247
0	7	2	14.980931	9.17589
1	7	2	16.070375	9.17589
2	7	2	10.505943	9.17589
3	7	2	14.105269	9.17589
4	7	2	18.32214	9.17589
5	7	2	14.656807	9.17589
6	7	2	14.452918	9.17589
7	7	2	11.981913	9.17589
8	7	2	16.53527	9.17589
9	7	2	11.276667	9.17589
10	7	2	19.214746	9.17589
11	7	2	14.018369	9.17589
12	7	2	16.201279	9.17589
13	7	2	13.874672	9.17589
14	7	2	13.5977125	9.17589
15	7	2	16.773502	9.17589
16	7	2	16.241653	9.17589
17	7	2	12.472325	9.17589
18	7	2	19.793036	9.17589
19	7	2	14.588518	9.17589
20	7	2	16.322863	9.17589
21	7	2	13.708382	9.17589
22	7	2	13.898202	9.17589
23	7	2	14.904713	9.17589
0	8	2	25.718283	9.17589
1	8	2	25.898691	9.17589
2	8	2	22.251997	9.17589
3	8	2	20.168734	9.17589
4	8	2	37.60324	9.17589
5	8	2	18.214931	9.17589
6	8	2	31.093716	9.17589
7	8	2	15.857723	9.17589
8	8	2	18.019358	9.17589
9	8	2	23.730558	9.17589
10	8	2	24.46729	9.17589
11	8	2	17.310465	9.17589
12	8	2	24.655605	9.17589
13	8	2	31.784151	9.17589
14	8	2	22.880064	9.17589
15	8	2	29.491764	9.17589
16	8	2	21.241581	9.17589
17	8	2	18.839298	9.17589
18	8	2	29.488573	9.17589
19	8	2	23.408314	9.17589
20	8	2	20.869883	9.17589
21	8	2	23.634396	9.17589
22	8	2	23.938486	9.17589
23	8	2	16.006054	9.17589
0	8	2	25.718283	10.931331
1	8	2	25.898691	10.931331
2	8	2	22.251997	10.931331
3	8	2	20.168734	10.931331
4	8	2	37.60324	10.931331
5	8	2	18.214931	10.931331
6	8	2	31.093716	10.931331
7	8	2	15.857723	10.931331
8	8	2	18.019358	10.931331
9	8	2	23.730558	10.931331
10	8	2	24.46729	10.931331
11	8	2	17.310465	10.931331
12	8	2	24.655605	10.931331
13	8	2	31.784151	10.931331
14	8	2	22.880064	10.931331
15	8	2	29.491764	10.931331
16	8	2	21.241581	10.931331
17	8	2	18.839298	10.931331
18	8	2	29.488573	10.931331
19	8	2	23.408314	10.931331
20	8	2	20.869883	10.931331
21	8	2	23.634396	10.931331
22	8	2	23.938486	10.931331
23	8	2	16.006054	10.931331
0	9	2	19.843777	10.931331
1	9	2	20.783587	10.931331
2	9	2	17.853743	10.931331
3	9	2	17.783552	10.931331
4	9	2	28.026724	10.931331
5	9	2	22.841518	10.931331
6	9	2	20.481245	10.931331
7	9	2	17.760208	10.931331
8	9	2	24.82718	10.931331
9	9	2	20.121065	10.931331
10	9	2	24.360163	10.931331
11	9	2	17.136621	10.931331
12	9	2	23.077713	10.931331
13	9	2	17.888947	10.931331
14	9	2	19.486929	10.931331
15	9	2	23.912245	10.931331
16	9	2	25.7745	10.931331
17	9	2	19.513966	10.931331
18	9	2	34.547623	10.931331
19	9	2	20.874792	10.931331
20	9	2	26.982996	10.931331
21	9	2	23.058016	10.931331
22	9	2	17.701742	10.931331
23	9	2	23.79339	10.931331
0	9	2	19.843777	10.483982
1	9	2	20.783587	10.483982
2	9	2	17.853743	10.483982
3	9	2	17.783552	10.483982
4	9	2	28.026724	10.483982
5	9	2	22.841518	10.483982
6	9	2	20.481245	10.483982
7	9	2	17.760208	10.483982
8	9	2	24.82718	10.483982
9	9	2	20.121065	10.483982
10	9	2	24.360163	10.483982
11	9	2	17.136621	10.483982
12	9	2	23.077713	10.483982
13	9	2	17.888947	10.483982
14	9	2	19.486929	10.483982
15	9	2	23.912245	10.483982
16	9	2	25.7745	10.483982
17	9	2	19.513966	10.483982
18	9	2	34.547623	10.483982
19	9	2	20.874792	10.483982
20	9	2	26.982996	10.483982
21	9	2	23.058016	10.483982
22	9	2	17.701742	10.483982
23	9	2	23.79339	10.483982
0	10	2	11.900888	10.483982
1	10	2	13.469235	10.483982
2	10	2	14.04061	10.483982
3	10	2	15.740044	10.483982
4	10	2	14.434233	10.483982
5	10	2	12.781497	10.483982
6	10	2	16.166952	10.483982
7	10	2	13.1805	10.483982
8	10	2	15.576073	10.483982
9	10	2	14.432137	10.483982
10	10	2	15.670116	10.483982
11	10	2	13.871	10.483982
12	10	2	19.459238	10.483982
13	10	2	18.284164	10.483982
14	10	2	8.495823	10.483982
15	10	2	17.10196	10.483982
16	10	2	14.84673	10.483982
17	10	2	14.366678	10.483982
18	10	2	15.209191	10.483982
19	10	2	14.751167	10.483982
20	10	2	13.685377	10.483982
21	10	2	12.364375	10.483982
22	10	2	15.370372	10.483982
23	10	2	15.458539	10.483982
0	10	2	11.900888	8.511813
1	10	2	13.469235	8.511813
2	10	2	14.04061	8.511813
3	10	2	15.740044	8.511813
4	10	2	14.434233	8.511813
5	10	2	12.781497	8.511813
6	10	2	16.166952	8.511813
7	10	2	13.1805	8.511813
8	10	2	15.576073	8.511813
9	10	2	14.432137	8.511813
10	10	2	15.670116	8.511813
11	10	2	13.871	8.511813
12	10	2	19.459238	8.511813
13	10	2	18.284164	8.511813
14	10	2	8.495823	8.511813
15	10	2	17.10196	8.511813
16	10	2	14.84673	8.511813
17	10	2	14.366678	8.511813
18	10	2	15.209191	8.511813
19	10	2	14.751167	8.511813
20	10	2	13.685377	8.511813
21	10	2	12.364375	8.511813
22	10	2	15.370372	8.511813
23	10	2	15.458539	8.511813
0	11	2	17.644117	8.511813
1	11	2	17.359035	8.511813
2	11	2	14.402784	8.511813
3	11	2	16.539473	8.511813
4	11	2	15.590051	8.511813
5	11	2	13.108295	8.511813
6	11	2	19.589823	8.511813
7	11	2	13.358766	8.511813
8	11	2	12.738828	8.511813
9	11	2	15.352091	8.511813
10	11	2	16.157125	8.511813
11	11	2	12.66238	8.511813
12	11	2	19.024603	8.511813
13	11	2	19.269644	8.511813
14	11	2	15.616689	8.511813
15	11	2	20.434523	8.511813
16	11	2	14.011078	8.511813
17	11	2	10.696399	8.511813
18	11	2	14.077758	8.511813
19	11	2	18.118387	8.511813
20	11	2	14.761379	8.511813
21	11	2	16.443083	8.511813
22	11	2	14.810441	8.511813
23	11	2	11.92511	8.511813
0	11	2	17.644117	9.596987
1	11	2	17.359035	9.596987
2	11	2	14.402784	9.596987
3	11	2	16.539473	9.596987
4	11	2	15.590051	9.596987
5	11	2	13.108295	9.596987
6	11	2	19.589823	9.596987
7	11	2	13.358766	9.596987
8	11	2	12.738828	9.596987
9	11	2	15.352091	9.596987
10	11	2	16.157125	9.596987
11	11	2	12.66238	9.596987
12	11	2	19.024603	9.596987
13	11	2	19.269644	9.596987
14	11	2	15.616689	9.596987
15	11	2	20.434523	9.596987
16	11	2	14.011078	9.596987
17	11	2	10.696399	9.596987
18	11	2	14.077758	9.596987
19	11	2	18.118387	9.596987
20	11	2	14.761379	9.596987
21	11	2	16.443083	9.596987
22	11	2	14.810441	9.596987
23	11	2	11.92511	9.596987
0	12	2	16.465145	9.596987
1	12	2	15.38081	9.596987
2	12	2	11.205794	9.596987
3	12	2	15.563742	9.596987
4	12	2	16.981873	9.596987
5	12	2	14.271106	9.596987
6	12	2	16.72612	9.596987
7	12	2	13.608738	9.596987
8	12	2	18.088572	9.596987
9	12	2	16.07589	9.596987
10	12	2	17.437698	9.596987
11	12	2	12.418984	9.596987
12	12	2	16.305649	9.596987
13	12	2	13.932826	9.596987
14	12	2	12.786607	9.596987
15	12	2	13.606718	9.596987
16	12	2	13.23006	9.596987
17	12	2	13.480099	9.596987
18	12	2	16.933802	9.596987
19	12	2	15.7282915	9.596987
20	12	2	17.577396	9.596987
21	12	2	12.276687	9.596987
22	12	2	11.225339	9.596987
23	12	2	12.697288	9.596987
0	12	2	16.465145	8.746216
1	12	2	15.38081	8.746216
2	12	2	11.205794	8.746216
3	12	2	15.563742	8.746216
4	12	2	16.981873	8.746216
5	12	2	14.271106	8.746216
6	12	2	16.72612	8.746216
7	12	2	13.608738	8.746216
8	12	2	18.088572	8.746216
9	12	2	16.07589	8.746216
10	12	2	17.437698	8.746216
11	12	2	12.418984	8.746216
12	12	2	16.305649	8.746216
13	12	2	13.932826	8.746216
14	12	2	12.786607	8.746216
15	12	2	13.606718	8.746216
16	12	2	13.23006	8.746216
17	12	2	13.480099	8.746216
18	12	2	16.933802	8.746216
19	12	2	15.7282915	8.746216
20	12	2	17.577396	8.746216
21	12	2	12.276687	8.746216
22	12	2	11.225339	8.746216
23	12	2	12.697288	8.746216
0	13	2	15.425208	8.746216
1	13	2	20.14268	8.746216
2	13	2	13.625955	8.746216
3	13	2	15.599388	8.746216
4	13	2	19.014233	8.746216
5	13	2	14.691994	8.746216
6	13	2	19.083313	8.746216
7	13	2	11.907782	8.746216
8	13	2	16.194582	8.746216
9	13	2	12.935787	8.746216
10	13	2	17.088593	8.746216
11	13	2	12.255419	8.746216
12	13	2	20.004946	8.746216
13	13	2	16.223646	8.746216
14	13	2	11.127433	8.746216
15	13	2	19.08496	8.746216
16	13	2	14.844254	8.746216
17	13	2	15.274144	8.746216
18	13	2	17.49143	8.746216
19	13	2	15.806576	8.746216
20	13	2	19.92349	8.746216
21	13	2	17.701767	8.746216
22	13	2	12.9249935	8.746216
23	13	2	11.457289	8.746216
0	13	2	15.425208	9.336822
1	13	2	20.14268	9.336822
2	13	2	13.625955	9.336822
3	13	2	15.599388	9.336822
4	13	2	19.014233	9.336822
5	13	2	14.691994	9.336822
6	13	2	19.083313	9.336822
7	13	2	11.907782	9.336822
8	13	2	16.194582	9.336822
9	13	2	12.935787	9.336822
10	13	2	17.088593	9.336822
11	13	2	12.255419	9.336822
12	13	2	20.004946	9.336822
13	13	2	16.223646	9.336822
14	13	2	11.127433	9.336822
15	13	2	19.08496	9.336822
16	13	2	14.844254	9.336822
17	13	2	15.274144	9.336822
18	13	2	17.49143	9.336822
19	13	2	15.806576	9.336822
20	13	2	19.92349	9.336822
21	13	2	17.701767	9.336822
22	13	2	12.9249935	9.336822
23	13	2	11.457289	9.336822
0	14	2	16.612352	9.336822
1	14	2	22.55599	9.336822
2	14	2	24.090385	9.336822
3	14	2	22.961824	9.336822
4	14	2	29.520733	9.336822
5	14	2	20.961618	9.336822
6	14	2	22.912703	9.336822
7	14	2	14.639373	9.336822
8	14	2	32.370167	9.336822
9	14	2	21.401793	9.336822
10	14	2	18.852743	9.336822
11	14	2	21.68448	9.336822
12	14	2	30.070337	9.336822
13	14	2	21.828907	9.336822
14	14	2	19.684381	9.336822
15	14	2	25.988363	9.336822
16	14	2	21.265085	9.336822
17	14	2	21.185474	9.336822
18	14	2	33.007236	9.336822
19	14	2	22.548834	9.336822
20	14	2	21.469004	9.336822
21	14	2	19.9693	9.336822
22	14	2	21.674704	9.336822
23	14	2	25.709444	9.336822
0	14	2	16.612352	10.16282
1	14	2	22.55599	10.16282
2	14	2	24.090385	10.16282
3	14	2	22.961824	10.16282
4	14	2	29.520733	10.16282
5	14	2	20.961618	10.16282
6	14	2	22.912703	10.16282
7	14	2	14.639373	10.16282
8	14	2	32.370167	10.16282
9	14	2	21.401793	10.16282
10	14	2	18.852743	10.16282
11	14	2	21.68448	10.16282
12	14	2	30.070337	10.16282
13	14	2	21.828907	10.16282
14	14	2	19.684381	10.16282
15	14	2	25.988363	10.16282
16	14	2	21.265085	10.16282
17	14	2	21.185474	10.16282
18	14	2	33.007236	10.16282
19	14	2	22.548834	10.16282
20	14	2	21.469004	10.16282
21	14	2	19.9693	10.16282
22	14	2	21.674704	10.16282
23	14	2	25.709444	10.16282
0	15	2	14.54745	10.16282
1	15	2	13.61046	10.16282
2	15	2	14.717116	10.16282
3	15	2	15.899387	10.16282
4	15	2	18.119896	10.16282
5	15	2	11.829002	10.16282
6	15	2	17.567293	10.16282
7	15	2	12.432066	10.16282
8	15	2	18.1501	10.16282
9	15	2	11.511994	10.16282
10	15	2	18.099941	10.16282
11	15	2	14.285919	10.16282
12	15	2	15.817275	10.16282
13	15	2	13.29854	10.16282
14	15	2	14.0120735	10.16282
15	15	2	18.681877	10.16282
16	15	2	13.869347	10.16282
17	15	2	16.103231	10.16282
18	15	2	27.471136	10.16282
19	15	2	15.075569	10.16282
20	15	2	14.774991	10.16282
21	15	2	16.570704	10.16282
22	15	2	14.838377	10.16282
23	15	2	14.224817	10.16282
0	15	2	14.54745	9.559941
1	15	2	13.61046	9.559941
2	15	2	14.717116	9.559941
3	15	2	15.899387	9.559941
4	15	2	18.119896	9.559941
5	15	2	11.829002	9.559941
6	15	2	17.567293	9.559941
7	15	2	12.432066	9.559941
8	15	2	18.1501	9.559941
9	15	2	11.511994	9.559941
10	15	2	18.099941	9.559941
11	15	2	14.285919	9.559941
12	15	2	15.817275	9.559941
13	15	2	13.29854	9.559941
14	15	2	14.0120735	9.559941
15	15	2	18.681877	9.559941
16	15	2	13.869347	9.559941
17	15	2	16.103231	9.559941
18	15	2	27.471136	9.559941
19	15	2	15.075569	9.559941
20	15	2	14.774991	9.559941
21	15	2	16.570704	9.559941
22	15	2	14.838377	9.559941
23	15	2	14.224817	9.559941
0	16	2	19.843777	9.559941
1	16	2	20.783587	9.559941
2	16	2	17.853743	9.559941
3	16	2	17.783552	9.559941
4	16	2	28.026724	9.559941
5	16	2	22.841518	9.559941
6	16	2	20.481245	9.559941
7	16	2	17.760208	9.559941
8	16	2	24.82718	9.559941
9	16	2	20.121065	9.559941
10	16	2	24.360163	9.559941
11	16	2	17.136621	9.559941
12	16	2	23.077713	9.559941
13	16	2	17.888947	9.559941
14	16	2	19.486929	9.559941
15	16	2	23.912245	9.559941
16	16	2	25.7745	9.559941
17	16	2	19.513966	9.559941
18	16	2	34.547623	9.559941
19	16	2	20.874792	9.559941
20	16	2	26.982996	9.559941
21	16	2	23.058016	9.559941
22	16	2	17.701742	9.559941
23	16	2	23.79339	9.559941
0	16	2	19.843777	10.483982
1	16	2	20.783587	10.483982
2	16	2	17.853743	10.483982
3	16	2	17.783552	10.483982
4	16	2	28.026724	10.483982
5	16	2	22.841518	10.483982
6	16	2	20.481245	10.483982
7	16	2	17.760208	10.483982
8	16	2	24.82718	10.483982
9	16	2	20.121065	10.483982
10	16	2	24.360163	10.483982
11	16	2	17.136621	10.483982
12	16	2	23.077713	10.483982
13	16	2	17.888947	10.483982
14	16	2	19.486929	10.483982
15	16	2	23.912245	10.483982
16	16	2	25.7745	10.483982
17	16	2	19.513966	10.483982
18	16	2	34.547623	10.483982
19	16	2	20.874792	10.483982
20	16	2	26.982996	10.483982
21	16	2	23.058016	10.483982
22	16	2	17.701742	10.483982
23	16	2	23.79339	10.483982
0	17	2	13.799617	10.483982
1	17	2	14.902914	10.483982
2	17	2	14.938583	10.483982
3	17	2	14.956214	10.483982
4	17	2	21.464725	10.483982
5	17	2	14.479894	10.483982
6	17	2	14.730768	10.483982
7	17	2	13.414671	10.483982
8	17	2	14.522649	10.483982
9	17	2	12.697317	10.483982
10	17	2	17.837135	10.483982
11	17	2	11.552556	10.483982
12	17	2	14.487778	10.483982
13	17	2	16.219496	10.483982
14	17	2	13.181008	10.483982
15	17	2	15.319897	10.483982
16	17	2	12.898029	10.483982
17	17	2	14.808822	10.483982
18	17	2	15.428686	10.483982
19	17	2	14.842304	10.483982
20	17	2	13.223149	10.483982
21	17	2	15.456846	10.483982
22	17	2	14.221094	10.483982
23	17	2	11.804013	10.483982
0	17	2	13.799617	7.992279
1	17	2	14.902914	7.992279
2	17	2	14.938583	7.992279
3	17	2	14.956214	7.992279
4	17	2	21.464725	7.992279
5	17	2	14.479894	7.992279
6	17	2	14.730768	7.992279
7	17	2	13.414671	7.992279
8	17	2	14.522649	7.992279
9	17	2	12.697317	7.992279
10	17	2	17.837135	7.992279
11	17	2	11.552556	7.992279
12	17	2	14.487778	7.992279
13	17	2	16.219496	7.992279
14	17	2	13.181008	7.992279
15	17	2	15.319897	7.992279
16	17	2	12.898029	7.992279
17	17	2	14.808822	7.992279
18	17	2	15.428686	7.992279
19	17	2	14.842304	7.992279
20	17	2	13.223149	7.992279
21	17	2	15.456846	7.992279
22	17	2	14.221094	7.992279
23	17	2	11.804013	7.992279
0	18	2	14.352615	7.992279
1	18	2	17.696009	7.992279
2	18	2	11.842218	7.992279
3	18	2	15.096656	7.992279
4	18	2	16.336674	7.992279
5	18	2	14.058299	7.992279
