sn	train	num_runs	max_dist	bin_width	kappa	DCBC
1	ses-s1	2	40	1.5	1.0	0.12768857974535838
2	ses-s1	2	40	1.5	1.0	0.07662674238456996
3	ses-s1	2	40	1.5	1.0	0.302803271732789
4	ses-s1	2	40	1.5	1.0	0.1446067569291035
5	ses-s1	2	40	1.5	1.0	0.18727611092602897
6	ses-s1	2	40	1.5	1.0	0.24340037626863478
7	ses-s1	2	40	1.5	1.0	0.16075884714508049
8	ses-s1	2	40	1.5	1.0	0.10777028126216912
9	ses-s1	2	40	1.5	1.0	0.148159901037398
10	ses-s1	2	40	1.5	1.0	0.23260122694486657
11	ses-s1	2	40	1.5	1.0	0.0670639544652355
12	ses-s1	2	40	1.5	1.0	0.13341618267280086
13	ses-s1	2	40	1.5	1.0	0.19674838458216476
14	ses-s1	2	40	1.5	1.0	0.13230907134711714
15	ses-s1	2	40	1.5	1.0	0.20189311714180613
16	ses-s1	2	40	1.5	1.0	0.17194466232905053
17	ses-s1	2	40	1.5	1.0	0.13465717784963915
18	ses-s1	2	40	1.5	1.0	0.1728022942029521
19	ses-s1	2	40	1.5	1.0	0.18109710266256832
20	ses-s1	2	40	1.5	1.0	0.18940772404835785
21	ses-s1	2	40	1.5	1.0	0.12855454143218067
22	ses-s1	2	40	1.5	1.0	0.11914028350313728
23	ses-s1	2	40	1.5	1.0	0.1707583290779832
0	ses-s1	2	40	1.5	2.0	0.14445531859788105
1	ses-s1	2	40	1.5	2.0	0.13905927040852128
2	ses-s1	2	40	1.5	2.0	0.07982964826762812
3	ses-s1	2	40	1.5	2.0	0.3342374517381883
4	ses-s1	2	40	1.5	2.0	0.15013535144711407
5	ses-s1	2	40	1.5	2.0	0.19201532129885515
6	ses-s1	2	40	1.5	2.0	0.24640331473674928
7	ses-s1	2	40	1.5	2.0	0.174586165882398
8	ses-s1	2	40	1.5	2.0	0.10561956959628992
9	ses-s1	2	40	1.5	2.0	0.16625490490347938
10	ses-s1	2	40	1.5	2.0	0.2638536913444476
11	ses-s1	2	40	1.5	2.0	0.06749787770035526
12	ses-s1	2	40	1.5	2.0	0.14242584468919406
13	ses-s1	2	40	1.5	2.0	0.20895675307961165
14	ses-s1	2	40	1.5	2.0	0.14260165458329868
15	ses-s1	2	40	1.5	2.0	0.212548766265959
16	ses-s1	2	40	1.5	2.0	0.1732230616814086
17	ses-s1	2	40	1.5	2.0	0.1635075548758645
18	ses-s1	2	40	1.5	2.0	0.17733712838338392
19	ses-s1	2	40	1.5	2.0	0.19594911392695183
20	ses-s1	2	40	1.5	2.0	0.18995804247097137
21	ses-s1	2	40	1.5	2.0	0.14181544624348244
22	ses-s1	2	40	1.5	2.0	0.1315972675101844
23	ses-s1	2	40	1.5	2.0	0.17622420302577638
0	ses-s1	2	40	1.5	3.0	0.14405088246477377
1	ses-s1	2	40	1.5	3.0	0.14457065300677202
2	ses-s1	2	40	1.5	3.0	0.08157755155340667
3	ses-s1	2	40	1.5	3.0	0.3439891500826776
4	ses-s1	2	40	1.5	3.0	0.1490134741877512
5	ses-s1	2	40	1.5	3.0	0.1953992110980105
6	ses-s1	2	40	1.5	3.0	0.24534862754364836
7	ses-s1	2	40	1.5	3.0	0.18302713777840743
8	ses-s1	2	40	1.5	3.0	0.09885788342692407
9	ses-s1	2	40	1.5	3.0	0.17491556274194245
10	ses-s1	2	40	1.5	3.0	0.28065652930793183
11	ses-s1	2	40	1.5	3.0	0.07015538532998573
12	ses-s1	2	40	1.5	3.0	0.14870312126383964
13	ses-s1	2	40	1.5	3.0	0.21371695954547054
14	ses-s1	2	40	1.5	3.0	0.15115144802018668
15	ses-s1	2	40	1.5	3.0	0.21818143244890442
16	ses-s1	2	40	1.5	3.0	0.16937659059118754
17	ses-s1	2	40	1.5	3.0	0.1783465153522542
18	ses-s1	2	40	1.5	3.0	0.1752035477337698
19	ses-s1	2	40	1.5	3.0	0.20372273170335678
20	ses-s1	2	40	1.5	3.0	0.18830963620593685
21	ses-s1	2	40	1.5	3.0	0.144401916554622
22	ses-s1	2	40	1.5	3.0	0.13323960790351558
23	ses-s1	2	40	1.5	3.0	0.17694745341114604
0	ses-s1	2	40	1.5	4.0	0.1421382126618073
1	ses-s1	2	40	1.5	4.0	0.14865808550268667
2	ses-s1	2	40	1.5	4.0	0.08225057885130707
3	ses-s1	2	40	1.5	4.0	0.3461198075210217
4	ses-s1	2	40	1.5	4.0	0.14765751867139076
5	ses-s1	2	40	1.5	4.0	0.2010052470935802
6	ses-s1	2	40	1.5	4.0	0.24174842972794428
7	ses-s1	2	40	1.5	4.0	0.18636072544133497
8	ses-s1	2	40	1.5	4.0	0.09297856524170073
9	ses-s1	2	40	1.5	4.0	0.18021156642967295
10	ses-s1	2	40	1.5	4.0	0.2882204183870208
11	ses-s1	2	40	1.5	4.0	0.07256675812986056
12	ses-s1	2	40	1.5	4.0	0.1502314380589544
13	ses-s1	2	40	1.5	4.0	0.2134590160546717
14	ses-s1	2	40	1.5	4.0	0.15526608738107345
15	ses-s1	2	40	1.5	4.0	0.21892379227678616
16	ses-s1	2	40	1.5	4.0	0.16591048446473824
17	ses-s1	2	40	1.5	4.0	0.18257821108678582
18	ses-s1	2	40	1.5	4.0	0.170386461355008
19	ses-s1	2	40	1.5	4.0	0.21051020133016005
20	ses-s1	2	40	1.5	4.0	0.18155518343329916
21	ses-s1	2	40	1.5	4.0	0.1406689540683608
22	ses-s1	2	40	1.5	4.0	0.13572280067018802
23	ses-s1	2	40	1.5	4.0	0.17562169551264553
0	ses-s1	2	40	1.5	5.0	0.13763128946120395
1	ses-s1	2	40	1.5	5.0	0.14861206488827833
2	ses-s1	2	40	1.5	5.0	0.08425067663529814
3	ses-s1	2	40	1.5	5.0	0.347819092568068
4	ses-s1	2	40	1.5	5.0	0.14877889838365435
5	ses-s1	2	40	1.5	5.0	0.205620088678136
6	ses-s1	2	40	1.5	5.0	0.2390021747323181
7	ses-s1	2	40	1.5	5.0	0.1875457002513945
8	ses-s1	2	40	1.5	5.0	0.08702747541016513
9	ses-s1	2	40	1.5	5.0	0.1808048137189397
10	ses-s1	2	40	1.5	5.0	0.2899025119949471
11	ses-s1	2	40	1.5	5.0	0.07130932083861642
12	ses-s1	2	40	1.5	5.0	0.15115984071182695
13	ses-s1	2	40	1.5	5.0	0.21133029623766356
14	ses-s1	2	40	1.5	5.0	0.15666282044912067
15	ses-s1	2	40	1.5	5.0	0.21679056116283635
16	ses-s1	2	40	1.5	5.0	0.16151610087314888
17	ses-s1	2	40	1.5	5.0	0.1871762911285304
18	ses-s1	2	40	1.5	5.0	0.16364515731496715
19	ses-s1	2	40	1.5	5.0	0.21113338148146482
20	ses-s1	2	40	1.5	5.0	0.17878353834580243
21	ses-s1	2	40	1.5	5.0	0.1370901163941789
22	ses-s1	2	40	1.5	5.0	0.13634908712931648
23	ses-s1	2	40	1.5	5.0	0.17378504656153348
0	ses-s1	2	40	1.5	6.0	0.1365033301989947
1	ses-s1	2	40	1.5	6.0	0.1472188481407019
2	ses-s1	2	40	1.5	6.0	0.08371503032533037
3	ses-s1	2	40	1.5	6.0	0.3470070831958163
4	ses-s1	2	40	1.5	6.0	0.14615813296971142
5	ses-s1	2	40	1.5	6.0	0.20645339741089438
6	ses-s1	2	40	1.5	6.0	0.23482266611184396
7	ses-s1	2	40	1.5	6.0	0.18635628994568637
8	ses-s1	2	40	1.5	6.0	0.0830961229343934
9	ses-s1	2	40	1.5	6.0	0.18094225436332106
10	ses-s1	2	40	1.5	6.0	0.2907007892083237
11	ses-s1	2	40	1.5	6.0	0.07191154052027048
12	ses-s1	2	40	1.5	6.0	0.15091855114188524
13	ses-s1	2	40	1.5	6.0	0.20968914658201815
14	ses-s1	2	40	1.5	6.0	0.15761197615428055
15	ses-s1	2	40	1.5	6.0	0.21810099992919804
16	ses-s1	2	40	1.5	6.0	0.15731854806029083
17	ses-s1	2	40	1.5	6.0	0.1865052480714787
18	ses-s1	2	40	1.5	6.0	0.15888119096591713
19	ses-s1	2	40	1.5	6.0	0.21081293193772507
20	ses-s1	2	40	1.5	6.0	0.17536693951829066
21	ses-s1	2	40	1.5	6.0	0.13576282046962812
22	ses-s1	2	40	1.5	6.0	0.13468008392100028
23	ses-s1	2	40	1.5	6.0	0.17123935664541662
0	ses-s1	2	40	1.5	8.0	0.13502026674423803
1	ses-s1	2	40	1.5	8.0	0.14611394668737637
2	ses-s1	2	40	1.5	8.0	0.0830179300572331
3	ses-s1	2	40	1.5	8.0	0.34409377580446626
4	ses-s1	2	40	1.5	8.0	0.1438078818065465
5	ses-s1	2	40	1.5	8.0	0.20630679612756841
6	ses-s1	2	40	1.5	8.0	0.2276178234104937
7	ses-s1	2	40	1.5	8.0	0.18577560345135644
8	ses-s1	2	40	1.5	8.0	0.0762166402997771
9	ses-s1	2	40	1.5	8.0	0.17762212724569942
10	ses-s1	2	40	1.5	8.0	0.28947922168558177
11	ses-s1	2	40	1.5	8.0	0.07248503513368133
12	ses-s1	2	40	1.5	8.0	0.1489277530463973
13	ses-s1	2	40	1.5	8.0	0.20685372412812475
14	ses-s1	2	40	1.5	8.0	0.1555389602763342
15	ses-s1	2	40	1.5	8.0	0.21406307202605449
16	ses-s1	2	40	1.5	8.0	0.15091614219860955
17	ses-s1	2	40	1.5	8.0	0.18900933515181298
18	ses-s1	2	40	1.5	8.0	0.15231321556004404
19	ses-s1	2	40	1.5	8.0	0.20850477357315436
20	ses-s1	2	40	1.5	8.0	0.17127565726042948
21	ses-s1	2	40	1.5	8.0	0.13112909871400144
22	ses-s1	2	40	1.5	8.0	0.13326114562838579
23	ses-s1	2	40	1.5	8.0	0.1678138731941808
0	ses-s1	2	40	1.5	10.0	0.13275187981454034
1	ses-s1	2	40	1.5	10.0	0.14536786121398612
2	ses-s1	2	40	1.5	10.0	0.08299382444147499
3	ses-s1	2	40	1.5	10.0	0.33944490636399716
4	ses-s1	2	40	1.5	10.0	0.14027085143385795
5	ses-s1	2	40	1.5	10.0	0.2051604283205049
6	ses-s1	2	40	1.5	10.0	0.2226401607528125
7	ses-s1	2	40	1.5	10.0	0.18509904680062228
8	ses-s1	2	40	1.5	10.0	0.07372273308054443
9	ses-s1	2	40	1.5	10.0	0.17523176673706314
10	ses-s1	2	40	1.5	10.0	0.28797849366522354
11	ses-s1	2	40	1.5	10.0	0.07051258117338698
12	ses-s1	2	40	1.5	10.0	0.1470486457722281
13	ses-s1	2	40	1.5	10.0	0.20288180517252416
14	ses-s1	2	40	1.5	10.0	0.15443517646612642
15	ses-s1	2	40	1.5	10.0	0.2113371097684217
16	ses-s1	2	40	1.5	10.0	0.14601159105487668
17	ses-s1	2	40	1.5	10.0	0.1858590148972652
18	ses-s1	2	40	1.5	10.0	0.14796546244503905
19	ses-s1	2	40	1.5	10.0	0.20762494862852865
20	ses-s1	2	40	1.5	10.0	0.16793205020597107
21	ses-s1	2	40	1.5	10.0	0.12768580555599335
22	ses-s1	2	40	1.5	10.0	0.1335452261984141
23	ses-s1	2	40	1.5	10.0	0.1641064680649925
0	ses-s1	2	40	1.5	15.0	0.12869433903315255
1	ses-s1	2	40	1.5	15.0	0.1453506242196034
2	ses-s1	2	40	1.5	15.0	0.08002878974867295
3	ses-s1	2	40	1.5	15.0	0.3335680266074603
4	ses-s1	2	40	1.5	15.0	0.13802983039142244
5	ses-s1	2	40	1.5	15.0	0.1986458020956901
6	ses-s1	2	40	1.5	15.0	0.2123833904919655
7	ses-s1	2	40	1.5	15.0	0.17892899616466568
8	ses-s1	2	40	1.5	15.0	0.07008922767047901
9	ses-s1	2	40	1.5	15.0	0.171329582309342
10	ses-s1	2	40	1.5	15.0	0.28135847821966825
11	ses-s1	2	40	1.5	15.0	0.07119903717463538
12	ses-s1	2	40	1.5	15.0	0.1454550078115666
13	ses-s1	2	40	1.5	15.0	0.19428476562415575
14	ses-s1	2	40	1.5	15.0	0.15203405755250743
15	ses-s1	2	40	1.5	15.0	0.20662187843923954
16	ses-s1	2	40	1.5	15.0	0.1404061366138926
17	ses-s1	2	40	1.5	15.0	0.18141735279666363
18	ses-s1	2	40	1.5	15.0	0.1412051234103933
19	ses-s1	2	40	1.5	15.0	0.20242444427097323
20	ses-s1	2	40	1.5	15.0	0.1594626655003451
21	ses-s1	2	40	1.5	15.0	0.12051230034853061
22	ses-s1	2	40	1.5	15.0	0.13084569694600043
23	ses-s1	2	40	1.5	15.0	0.1605335555279276
0	ses-s1	2	40	1.5	20.0	0.12707609157225727
1	ses-s1	2	40	1.5	20.0	0.14161272029649538
2	ses-s1	2	40	1.5	20.0	0.07878489056366646
3	ses-s1	2	40	1.5	20.0	0.3314007548081727
4	ses-s1	2	40	1.5	20.0	0.13634010778722888
5	ses-s1	2	40	1.5	20.0	0.19746512202665456
6	ses-s1	2	40	1.5	20.0	0.20716748154686698
7	ses-s1	2	40	1.5	20.0	0.17595657046867247
8	ses-s1	2	40	1.5	20.0	0.06680734919581643
9	ses-s1	2	40	1.5	20.0	0.1678141272707844
10	ses-s1	2	40	1.5	20.0	0.2769076842634441
11	ses-s1	2	40	1.5	20.0	0.06861776436094828
12	ses-s1	2	40	1.5	20.0	0.14389150559909772
13	ses-s1	2	40	1.5	20.0	0.18859119138233277
14	ses-s1	2	40	1.5	20.0	0.15011896260172297
15	ses-s1	2	40	1.5	20.0	0.20274722056600147
16	ses-s1	2	40	1.5	20.0	0.1366597104537284
17	ses-s1	2	40	1.5	20.0	0.1777178858465455
18	ses-s1	2	40	1.5	20.0	0.1394912019871732
19	ses-s1	2	40	1.5	20.0	0.2006576479451862
20	ses-s1	2	40	1.5	20.0	0.1536245599732262
21	ses-s1	2	40	1.5	20.0	0.11828322255783254
22	ses-s1	2	40	1.5	20.0	0.13074840676231503
23	ses-s1	2	40	1.5	20.0	0.156887763401294
0	ses-s1	2	40	1.5	200.0	0.1159972620782285
1	ses-s1	2	40	1.5	200.0	0.13420961196921152
2	ses-s1	2	40	1.5	200.0	0.07270615149812544
3	ses-s1	2	40	1.5	200.0	0.3247044872168394
4	ses-s1	2	40	1.5	200.0	0.13168933030243907
5	ses-s1	2	40	1.5	200.0	0.19035197863021183
6	ses-s1	2	40	1.5	200.0	0.18888395215787676
7	ses-s1	2	40	1.5	200.0	0.16581929939056272
8	ses-s1	2	40	1.5	200.0	0.05634625669924894
9	ses-s1	2	40	1.5	200.0	0.15601001716719268
10	ses-s1	2	40	1.5	200.0	0.2631538614790278
11	ses-s1	2	40	1.5	200.0	0.06159830631602305
12	ses-s1	2	40	1.5	200.0	0.13662254975368035
13	ses-s1	2	40	1.5	200.0	0.17282869390323866
14	ses-s1	2	40	1.5	200.0	0.14162947498244702
15	ses-s1	2	40	1.5	200.0	0.19110853464566838
16	ses-s1	2	40	1.5	200.0	0.12118637499982829
17	ses-s1	2	40	1.5	200.0	0.1668097413863836
18	ses-s1	2	40	1.5	200.0	0.12761486736563377
19	ses-s1	2	40	1.5	200.0	0.1888597609389591
20	ses-s1	2	40	1.5	200.0	0.1416189174958229
21	ses-s1	2	40	1.5	200.0	0.1104570158935114
22	ses-s1	2	40	1.5	200.0	0.12588011707752192
23	ses-s1	2	40	1.5	200.0	0.14319213973328518
