subject	parcel	z_value	domain	contrast_name	dtype
12	SAL/PMN	-0.82556915	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
13	SAL/PMN	-0.48892853	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
14	SAL/PMN	-0.459501	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
15	SAL/PMN	-1.0597873	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
2	DN-A	-0.44903517	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
3	DN-A	0.36968744	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
4	DN-A	0.2092065	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
6	DN-A	0.49277103	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
7	DN-A	0.17723484	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
8	DN-A	-0.118797265	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
9	DN-A	0.4689671	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
12	DN-A	0.76810026	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
13	DN-A	-0.29144675	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
14	DN-A	0.21283557	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
15	DN-A	0.5932485	Theory_of_Mind	EMOmPHYS+BELmPHO	fusion
