atlas	K	networks	subj	dice	type	strength	spatial_w	first_run	second_run	w/b
fs32k	15	all	55	0.485607385635376	rest	10	0	1	13	between
fs32k	15	all	1	0.4674203097820282	rest	10	0	1	14	between
fs32k	15	all	2	0.502377986907959	rest	10	0	1	14	between
fs32k	15	all	3	0.4841114282608032	rest	10	0	1	14	between
fs32k	15	all	4	0.488494336605072	rest	10	0	1	14	between
fs32k	15	all	5	0.4721024632453918	rest	10	0	1	14	between
fs32k	15	all	6	0.4756291806697845	rest	10	0	1	14	between
fs32k	15	all	7	0.4852000772953033	rest	10	0	1	14	between
fs32k	15	all	8	0.4836807250976562	rest	10	0	1	14	between
fs32k	15	all	9	0.4911577999591827	rest	10	0	1	14	between
fs32k	15	all	10	0.4852866530418396	rest	10	0	1	14	between
fs32k	15	all	11	0.5029922127723694	rest	10	0	1	14	between
fs32k	15	all	12	0.514901876449585	rest	10	0	1	14	between
fs32k	15	all	13	0.5034139156341553	rest	10	0	1	14	between
fs32k	15	all	14	0.4875357151031494	rest	10	0	1	14	between
fs32k	15	all	15	0.4773434698581695	rest	10	0	1	14	between
fs32k	15	all	16	0.4849500656127929	rest	10	0	1	14	between
fs32k	15	all	17	0.4877702593803406	rest	10	0	1	14	between
fs32k	15	all	18	0.4871382713317871	rest	10	0	1	14	between
fs32k	15	all	19	0.5083087682723999	rest	10	0	1	14	between
fs32k	15	all	20	0.497857391834259	rest	10	0	1	14	between
fs32k	15	all	21	0.5015249252319336	rest	10	0	1	14	between
fs32k	15	all	22	0.4853723049163818	rest	10	0	1	14	between
fs32k	15	all	23	0.473077118396759	rest	10	0	1	14	between
fs32k	15	all	24	0.4955131709575653	rest	10	0	1	14	between
fs32k	15	all	25	0.5049169659614563	rest	10	0	1	14	between
fs32k	15	all	26	0.4914090037345886	rest	10	0	1	14	between
fs32k	15	all	27	0.5008783936500549	rest	10	0	1	14	between
fs32k	15	all	28	0.5120778679847717	rest	10	0	1	14	between
fs32k	15	all	29	0.485132098197937	rest	10	0	1	14	between
fs32k	15	all	30	0.4771277606487274	rest	10	0	1	14	between
fs32k	15	all	31	0.4982739090919494	rest	10	0	1	14	between
fs32k	15	all	32	0.4694878756999969	rest	10	0	1	14	between
fs32k	15	all	33	0.4977262616157532	rest	10	0	1	14	between
fs32k	15	all	34	0.5090093016624451	rest	10	0	1	14	between
fs32k	15	all	35	0.5026477575302124	rest	10	0	1	14	between
fs32k	15	all	36	0.4767611026763916	rest	10	0	1	14	between
fs32k	15	all	37	0.4871518313884735	rest	10	0	1	14	between
fs32k	15	all	38	0.4883864521980285	rest	10	0	1	14	between
fs32k	15	all	39	0.4943683743476867	rest	10	0	1	14	between
fs32k	15	all	40	0.4896998703479767	rest	10	0	1	14	between
fs32k	15	all	41	0.4698956608772278	rest	10	0	1	14	between
fs32k	15	all	42	0.4720915555953979	rest	10	0	1	14	between
fs32k	15	all	43	0.4833850860595703	rest	10	0	1	14	between
fs32k	15	all	44	0.4841733872890472	rest	10	0	1	14	between
fs32k	15	all	45	0.4672259986400604	rest	10	0	1	14	between
fs32k	15	all	46	0.4774423837661743	rest	10	0	1	14	between
fs32k	15	all	47	0.4790930151939392	rest	10	0	1	14	between
fs32k	15	all	48	0.4730667769908905	rest	10	0	1	14	between
fs32k	15	all	49	0.475677490234375	rest	10	0	1	14	between
fs32k	15	all	50	0.4737582504749298	rest	10	0	1	14	between
fs32k	15	all	51	0.4833207130432129	rest	10	0	1	14	between
fs32k	15	all	52	0.4871005415916443	rest	10	0	1	14	between
fs32k	15	all	53	0.4789479374885559	rest	10	0	1	14	between
fs32k	15	all	54	0.4856153726577759	rest	10	0	1	14	between
fs32k	15	all	55	0.4830211102962494	rest	10	0	1	14	between
fs32k	15	all	1	0.4597974121570587	rest	10	0	1	15	between
fs32k	15	all	2	0.491148293018341	rest	10	0	1	15	between
fs32k	15	all	3	0.4955535531044006	rest	10	0	1	15	between
fs32k	15	all	4	0.4959216713905334	rest	10	0	1	15	between
fs32k	15	all	5	0.4945449233055115	rest	10	0	1	15	between
fs32k	15	all	6	0.4840984940528869	rest	10	0	1	15	between
fs32k	15	all	7	0.4854635000228882	rest	10	0	1	15	between
fs32k	15	all	8	0.4821333587169647	rest	10	0	1	15	between
fs32k	15	all	9	0.4984065294265747	rest	10	0	1	15	between
fs32k	15	all	10	0.4820936620235443	rest	10	0	1	15	between
fs32k	15	all	11	0.490097165107727	rest	10	0	1	15	between
fs32k	15	all	12	0.5053912997245789	rest	10	0	1	15	between
fs32k	15	all	13	0.4893907606601715	rest	10	0	1	15	between
fs32k	15	all	14	0.4759323298931122	rest	10	0	1	15	between
fs32k	15	all	15	0.4697616100311279	rest	10	0	1	15	between
fs32k	15	all	16	0.4826430976390838	rest	10	0	1	15	between
fs32k	15	all	17	0.4714917540550232	rest	10	0	1	15	between
fs32k	15	all	18	0.4857130348682403	rest	10	0	1	15	between
fs32k	15	all	19	0.4682510793209076	rest	10	0	1	15	between
fs32k	15	all	20	0.498130738735199	rest	10	0	1	15	between
fs32k	15	all	21	0.507124662399292	rest	10	0	1	15	between
fs32k	15	all	22	0.4987634718418121	rest	10	0	1	15	between
fs32k	15	all	23	0.4692708253860473	rest	10	0	1	15	between
fs32k	15	all	24	0.4885784983634949	rest	10	0	1	15	between
fs32k	15	all	25	0.4984986186027527	rest	10	0	1	15	between
fs32k	15	all	26	0.4947181344032287	rest	10	0	1	15	between
fs32k	15	all	27	0.4843789637088775	rest	10	0	1	15	between
fs32k	15	all	28	0.5150133967399597	rest	10	0	1	15	between
fs32k	15	all	29	0.4985882937908172	rest	10	0	1	15	between
fs32k	15	all	30	0.4811029434204101	rest	10	0	1	15	between
fs32k	15	all	31	0.5126523971557617	rest	10	0	1	15	between
fs32k	15	all	32	0.4709455072879791	rest	10	0	1	15	between
fs32k	15	all	33	0.5143753290176392	rest	10	0	1	15	between
fs32k	15	all	34	0.4924502372741699	rest	10	0	1	15	between
fs32k	15	all	35	0.5076671838760376	rest	10	0	1	15	between
fs32k	15	all	36	0.480465829372406	rest	10	0	1	15	between
fs32k	15	all	37	0.4864559173583984	rest	10	0	1	15	between
fs32k	15	all	38	0.4861495494842529	rest	10	0	1	15	between
fs32k	15	all	39	0.5056576728820801	rest	10	0	1	15	between
fs32k	15	all	40	0.4751334190368652	rest	10	0	1	15	between
fs32k	15	all	41	0.4786787033081054	rest	10	0	1	15	between
fs32k	15	all	42	0.4821615815162658	rest	10	0	1	15	between
fs32k	15	all	43	0.4997167587280273	rest	10	0	1	15	between
fs32k	15	all	44	0.5056669116020203	rest	10	0	1	15	between
fs32k	15	all	45	0.4683943688869476	rest	10	0	1	15	between
fs32k	15	all	46	0.4781738817691803	rest	10	0	1	15	between
fs32k	15	all	47	0.4719922542572021	rest	10	0	1	15	between
fs32k	15	all	48	0.4790138006210327	rest	10	0	1	15	between
fs32k	15	all	49	0.4621922969818115	rest	10	0	1	15	between
fs32k	15	all	50	0.475620687007904	rest	10	0	1	15	between
fs32k	15	all	51	0.4952408075332641	rest	10	0	1	15	between
fs32k	15	all	52	0.4854165315628052	rest	10	0	1	15	between
fs32k	15	all	53	0.482035756111145	rest	10	0	1	15	between
fs32k	15	all	54	0.4890709519386291	rest	10	0	1	15	between
fs32k	15	all	55	0.477643758058548	rest	10	0	1	15	between
fs32k	15	all	1	0.462263286113739	rest	10	0	2	3	between
fs32k	15	all	2	0.4881818890571594	rest	10	0	2	3	between
fs32k	15	all	3	0.4965414404869079	rest	10	0	2	3	between
fs32k	15	all	4	0.4770238101482391	rest	10	0	2	3	between
fs32k	15	all	5	0.4745157361030578	rest	10	0	2	3	between
fs32k	15	all	6	0.4974998235702514	rest	10	0	2	3	between
fs32k	15	all	7	0.4832993149757385	rest	10	0	2	3	between
fs32k	15	all	8	0.4850056767463684	rest	10	0	2	3	between
fs32k	15	all	9	0.4931852519512176	rest	10	0	2	3	between
fs32k	15	all	10	0.4946987628936767	rest	10	0	2	3	between
fs32k	15	all	11	0.4979806542396545	rest	10	0	2	3	between
fs32k	15	all	12	0.5054309368133545	rest	10	0	2	3	between
fs32k	15	all	13	0.4780710637569427	rest	10	0	2	3	between
fs32k	15	all	14	0.4776903390884399	rest	10	0	2	3	between
fs32k	15	all	15	0.4585397243499756	rest	10	0	2	3	between
fs32k	15	all	16	0.4884382486343384	rest	10	0	2	3	between
fs32k	15	all	17	0.4808933734893799	rest	10	0	2	3	between
fs32k	15	all	18	0.472712755203247	rest	10	0	2	3	between
fs32k	15	all	19	0.4704164862632751	rest	10	0	2	3	between
fs32k	15	all	20	0.499030202627182	rest	10	0	2	3	between
fs32k	15	all	21	0.49208664894104	rest	10	0	2	3	between
fs32k	15	all	22	0.4702011942863464	rest	10	0	2	3	between
fs32k	15	all	23	0.4670584201812744	rest	10	0	2	3	between
fs32k	15	all	24	0.4852493405342102	rest	10	0	2	3	between
fs32k	15	all	25	0.4851782023906708	rest	10	0	2	3	between
fs32k	15	all	26	0.4901511669158935	rest	10	0	2	3	between
fs32k	15	all	27	0.4823079407215118	rest	10	0	2	3	between
fs32k	15	all	28	0.5188878178596497	rest	10	0	2	3	between
fs32k	15	all	29	0.487605333328247	rest	10	0	2	3	between
fs32k	15	all	30	0.4635162353515625	rest	10	0	2	3	between
fs32k	15	all	31	0.5098540782928467	rest	10	0	2	3	between
fs32k	15	all	32	0.4695411920547485	rest	10	0	2	3	between
fs32k	15	all	33	0.4911570250988006	rest	10	0	2	3	between
fs32k	15	all	34	0.5011645555496216	rest	10	0	2	3	between
fs32k	15	all	35	0.4689358472824096	rest	10	0	2	3	between
fs32k	15	all	36	0.4455710649490356	rest	10	0	2	3	between
fs32k	15	all	37	0.4848510921001434	rest	10	0	2	3	between
fs32k	15	all	38	0.4609814882278442	rest	10	0	2	3	between
fs32k	15	all	39	0.4662102460861206	rest	10	0	2	3	between
fs32k	15	all	40	0.4591157138347626	rest	10	0	2	3	between
fs32k	15	all	41	0.4647710919380188	rest	10	0	2	3	between
fs32k	15	all	42	0.4718042910099029	rest	10	0	2	3	between
fs32k	15	all	43	0.4839723110198974	rest	10	0	2	3	between
fs32k	15	all	44	0.4751262962818146	rest	10	0	2	3	between
fs32k	15	all	45	0.4475242793560028	rest	10	0	2	3	between
fs32k	15	all	46	0.4639906287193298	rest	10	0	2	3	between
fs32k	15	all	47	0.492974191904068	rest	10	0	2	3	between
fs32k	15	all	48	0.478511095046997	rest	10	0	2	3	between
fs32k	15	all	49	0.4800564646720886	rest	10	0	2	3	between
fs32k	15	all	50	0.4692041873931885	rest	10	0	2	3	between
fs32k	15	all	51	0.4749630093574524	rest	10	0	2	3	between
fs32k	15	all	52	0.4840945601463318	rest	10	0	2	3	between
fs32k	15	all	53	0.4960113763809204	rest	10	0	2	3	between
fs32k	15	all	54	0.4860709607601166	rest	10	0	2	3	between
fs32k	15	all	55	0.483464628458023	rest	10	0	2	3	between
fs32k	15	all	1	0.4695395231246948	rest	10	0	2	4	between
fs32k	15	all	2	0.506116509437561	rest	10	0	2	4	between
fs32k	15	all	3	0.5102152824401855	rest	10	0	2	4	between
fs32k	15	all	4	0.4868369102478027	rest	10	0	2	4	between
fs32k	15	all	5	0.4835398197174072	rest	10	0	2	4	between
fs32k	15	all	6	0.4842284321784973	rest	10	0	2	4	between
fs32k	15	all	7	0.4843193590641022	rest	10	0	2	4	between
fs32k	15	all	8	0.4713593125343323	rest	10	0	2	4	between
fs32k	15	all	9	0.4815542101860046	rest	10	0	2	4	between
fs32k	15	all	10	0.492771565914154	rest	10	0	2	4	between
fs32k	15	all	11	0.4996166229248047	rest	10	0	2	4	between
fs32k	15	all	12	0.5097177028656006	rest	10	0	2	4	between
fs32k	15	all	13	0.4926542341709137	rest	10	0	2	4	between
fs32k	15	all	14	0.4893699586391449	rest	10	0	2	4	between
fs32k	15	all	15	0.4672434628009796	rest	10	0	2	4	between
fs32k	15	all	16	0.4936996400356293	rest	10	0	2	4	between
fs32k	15	all	17	0.4819844663143158	rest	10	0	2	4	between
fs32k	15	all	18	0.4798710942268371	rest	10	0	2	4	between
fs32k	15	all	19	0.4686504900455475	rest	10	0	2	4	between
fs32k	15	all	20	0.5054949522018433	rest	10	0	2	4	between
fs32k	15	all	21	0.4995635449886322	rest	10	0	2	4	between
fs32k	15	all	22	0.4827435314655304	rest	10	0	2	4	between
fs32k	15	all	23	0.4788488745689392	rest	10	0	2	4	between
fs32k	15	all	24	0.4984659552574157	rest	10	0	2	4	between
fs32k	15	all	25	0.4918266534805298	rest	10	0	2	4	between
fs32k	15	all	26	0.4888059496879577	rest	10	0	2	4	between
fs32k	15	all	27	0.4944215416908264	rest	10	0	2	4	between
fs32k	15	all	28	0.5199307203292847	rest	10	0	2	4	between
fs32k	15	all	29	0.498618483543396	rest	10	0	2	4	between
fs32k	15	all	30	0.4690356850624084	rest	10	0	2	4	between
fs32k	15	all	31	0.4988711774349212	rest	10	0	2	4	between
fs32k	15	all	32	0.4593371152877807	rest	10	0	2	4	between
fs32k	15	all	33	0.4971902668476105	rest	10	0	2	4	between
fs32k	15	all	34	0.4985413551330566	rest	10	0	2	4	between
fs32k	15	all	35	0.493704617023468	rest	10	0	2	4	between
fs32k	15	all	36	0.4671312570571899	rest	10	0	2	4	between
fs32k	15	all	37	0.4803025126457214	rest	10	0	2	4	between
fs32k	15	all	38	0.4590359926223755	rest	10	0	2	4	between
fs32k	15	all	39	0.4730281829833984	rest	10	0	2	4	between
fs32k	15	all	40	0.4706181287765503	rest	10	0	2	4	between
fs32k	15	all	41	0.4734924435615539	rest	10	0	2	4	between
fs32k	15	all	42	0.4784955978393554	rest	10	0	2	4	between
fs32k	15	all	43	0.4781959652900696	rest	10	0	2	4	between
fs32k	15	all	44	0.4867478907108307	rest	10	0	2	4	between
fs32k	15	all	45	0.4580177068710327	rest	10	0	2	4	between
fs32k	15	all	46	0.47058767080307	rest	10	0	2	4	between
fs32k	15	all	47	0.4837218225002289	rest	10	0	2	4	between
fs32k	15	all	48	0.4642620086669922	rest	10	0	2	4	between
fs32k	15	all	49	0.4738237857818603	rest	10	0	2	4	between
fs32k	15	all	50	0.4780089855194092	rest	10	0	2	4	between
fs32k	15	all	51	0.4722681641578674	rest	10	0	2	4	between
fs32k	15	all	52	0.4962091743946075	rest	10	0	2	4	between
fs32k	15	all	53	0.4825858473777771	rest	10	0	2	4	between
fs32k	15	all	54	0.4859018921852112	rest	10	0	2	4	between
fs32k	15	all	55	0.4868845641613006	rest	10	0	2	4	between
fs32k	15	all	1	0.4362427890300751	rest	10	0	2	5	between
fs32k	15	all	2	0.4938538670539856	rest	10	0	2	5	between
fs32k	15	all	3	0.486622154712677	rest	10	0	2	5	between
fs32k	15	all	4	0.4694516360759735	rest	10	0	2	5	between
fs32k	15	all	5	0.4651698470115661	rest	10	0	2	5	between
fs32k	15	all	6	0.4836383163928985	rest	10	0	2	5	between
fs32k	15	all	7	0.4855306446552276	rest	10	0	2	5	between
fs32k	15	all	8	0.4759974479675293	rest	10	0	2	5	between
fs32k	15	all	9	0.4892534911632538	rest	10	0	2	5	between
fs32k	15	all	10	0.4768495559692383	rest	10	0	2	5	between
fs32k	15	all	11	0.4886143803596496	rest	10	0	2	5	between
fs32k	15	all	12	0.4954645037651062	rest	10	0	2	5	between
fs32k	15	all	13	0.4723360240459442	rest	10	0	2	5	between
fs32k	15	all	14	0.4812329709529876	rest	10	0	2	5	between
fs32k	15	all	15	0.4392814338207245	rest	10	0	2	5	between
fs32k	15	all	16	0.4828703701496124	rest	10	0	2	5	between
fs32k	15	all	17	0.4683365821838379	rest	10	0	2	5	between
fs32k	15	all	18	0.4581077396869659	rest	10	0	2	5	between
fs32k	15	all	19	0.4733743369579315	rest	10	0	2	5	between
fs32k	15	all	20	0.5137588381767273	rest	10	0	2	5	between
fs32k	15	all	21	0.5014391541481018	rest	10	0	2	5	between
fs32k	15	all	22	0.4786116480827331	rest	10	0	2	5	between
fs32k	15	all	23	0.4590553343296051	rest	10	0	2	5	between
fs32k	15	all	24	0.5014752745628357	rest	10	0	2	5	between
fs32k	15	all	25	0.4875680208206177	rest	10	0	2	5	between
fs32k	15	all	26	0.4861931502819061	rest	10	0	2	5	between
fs32k	15	all	27	0.4883769154548645	rest	10	0	2	5	between
fs32k	15	all	28	0.5192219018936157	rest	10	0	2	5	between
fs32k	15	all	29	0.4941394329071045	rest	10	0	2	5	between
fs32k	15	all	30	0.4480361342430115	rest	10	0	2	5	between
fs32k	15	all	31	0.5098056197166443	rest	10	0	2	5	between
fs32k	15	all	32	0.4607880413532257	rest	10	0	2	5	between
fs32k	15	all	33	0.4889487326145172	rest	10	0	2	5	between
fs32k	15	all	34	0.4941157400608063	rest	10	0	2	5	between
fs32k	15	all	35	0.4848590195178985	rest	10	0	2	5	between
fs32k	15	all	36	0.4474186301231384	rest	10	0	2	5	between
fs32k	15	all	37	0.4878093600273132	rest	10	0	2	5	between
fs32k	15	all	38	0.4586203098297119	rest	10	0	2	5	between
fs32k	15	all	39	0.4620175361633301	rest	10	0	2	5	between
fs32k	15	all	40	0.4793340563774109	rest	10	0	2	5	between
fs32k	15	all	41	0.4492666721343994	rest	10	0	2	5	between
fs32k	15	all	42	0.4805480241775512	rest	10	0	2	5	between
fs32k	15	all	43	0.4743549227714538	rest	10	0	2	5	between
fs32k	15	all	44	0.4723900854587555	rest	10	0	2	5	between
fs32k	15	all	45	0.4609384536743164	rest	10	0	2	5	between
fs32k	15	all	46	0.4628686904907226	rest	10	0	2	5	between
fs32k	15	all	47	0.4827213585376739	rest	10	0	2	5	between
fs32k	15	all	48	0.4651576578617096	rest	10	0	2	5	between
fs32k	15	all	49	0.4653175473213196	rest	10	0	2	5	between
fs32k	15	all	50	0.481937974691391	rest	10	0	2	5	between
fs32k	15	all	51	0.4800305664539337	rest	10	0	2	5	between
fs32k	15	all	52	0.4905675649642944	rest	10	0	2	5	between
fs32k	15	all	53	0.4810197353363037	rest	10	0	2	5	between
fs32k	15	all	54	0.4735620319843292	rest	10	0	2	5	between
fs32k	15	all	55	0.4781694412231445	rest	10	0	2	5	between
fs32k	15	all	1	0.4815118014812469	rest	10	0	2	6	between
fs32k	15	all	2	0.4880065321922302	rest	10	0	2	6	between
fs32k	15	all	3	0.5066426396369934	rest	10	0	2	6	between
fs32k	15	all	4	0.5016818046569824	rest	10	0	2	6	between
fs32k	15	all	5	0.4933511018753052	rest	10	0	2	6	between
fs32k	15	all	6	0.4874267578125	rest	10	0	2	6	between
fs32k	15	all	7	0.4939556121826172	rest	10	0	2	6	between
fs32k	15	all	8	0.480965793132782	rest	10	0	2	6	between
fs32k	15	all	9	0.4911589622497558	rest	10	0	2	6	between
fs32k	15	all	10	0.4849927723407745	rest	10	0	2	6	between
fs32k	15	all	11	0.5039366483688354	rest	10	0	2	6	between
fs32k	15	all	12	0.5173476934432983	rest	10	0	2	6	between
fs32k	15	all	13	0.5105468034744263	rest	10	0	2	6	between
fs32k	15	all	14	0.4893190860748291	rest	10	0	2	6	between
fs32k	15	all	15	0.4636639952659607	rest	10	0	2	6	between
fs32k	15	all	16	0.5029863119125366	rest	10	0	2	6	between
fs32k	15	all	17	0.494669497013092	rest	10	0	2	6	between
fs32k	15	all	18	0.4786044359207153	rest	10	0	2	6	between
fs32k	15	all	19	0.4713911414146423	rest	10	0	2	6	between
fs32k	15	all	20	0.49799245595932	rest	10	0	2	6	between
fs32k	15	all	21	0.4975662529468536	rest	10	0	2	6	between
fs32k	15	all	22	0.472830057144165	rest	10	0	2	6	between
fs32k	15	all	23	0.4643070101737976	rest	10	0	2	6	between
fs32k	15	all	24	0.4904245138168335	rest	10	0	2	6	between
fs32k	15	all	25	0.4912734925746918	rest	10	0	2	6	between
fs32k	15	all	26	0.4828197956085205	rest	10	0	2	6	between
fs32k	15	all	27	0.4779914319515228	rest	10	0	2	6	between
fs32k	15	all	28	0.5205626487731934	rest	10	0	2	6	between
fs32k	15	all	29	0.4847428202629089	rest	10	0	2	6	between
fs32k	15	all	30	0.4544446170330047	rest	10	0	2	6	between
fs32k	15	all	31	0.4996360838413238	rest	10	0	2	6	between
fs32k	15	all	32	0.4711568355560303	rest	10	0	2	6	between
fs32k	15	all	33	0.4959261119365692	rest	10	0	2	6	between
fs32k	15	all	34	0.488780677318573	rest	10	0	2	6	between
fs32k	15	all	35	0.4884034395217895	rest	10	0	2	6	between
fs32k	15	all	36	0.4591438174247741	rest	10	0	2	6	between
fs32k	15	all	37	0.4922869205474853	rest	10	0	2	6	between
fs32k	15	all	38	0.4857496619224548	rest	10	0	2	6	between
fs32k	15	all	39	0.467296302318573	rest	10	0	2	6	between
fs32k	15	all	40	0.4570876955986023	rest	10	0	2	6	between
fs32k	15	all	41	0.4529137015342712	rest	10	0	2	6	between
fs32k	15	all	42	0.4749890565872192	rest	10	0	2	6	between
fs32k	15	all	43	0.4864023327827453	rest	10	0	2	6	between
fs32k	15	all	44	0.4716223478317261	rest	10	0	2	6	between
fs32k	15	all	45	0.4455111622810364	rest	10	0	2	6	between
fs32k	15	all	46	0.4627090394496918	rest	10	0	2	6	between
fs32k	15	all	47	0.4913031458854675	rest	10	0	2	6	between
fs32k	15	all	48	0.4641832113265991	rest	10	0	2	6	between
fs32k	15	all	49	0.4663892686367035	rest	10	0	2	6	between
fs32k	15	all	50	0.4829863309860229	rest	10	0	2	6	between
fs32k	15	all	51	0.4703062176704407	rest	10	0	2	6	between
fs32k	15	all	52	0.4789845645427704	rest	10	0	2	6	between
fs32k	15	all	53	0.4929919838905334	rest	10	0	2	6	between
fs32k	15	all	54	0.4857608079910278	rest	10	0	2	6	between
fs32k	15	all	55	0.4868501126766205	rest	10	0	2	6	between
fs32k	15	all	1	0.4725238084793091	rest	10	0	2	7	between
fs32k	15	all	2	0.4982029795646667	rest	10	0	2	7	between
fs32k	15	all	3	0.5120546817779541	rest	10	0	2	7	between
fs32k	15	all	4	0.5042269229888916	rest	10	0	2	7	between
fs32k	15	all	5	0.4901703000068664	rest	10	0	2	7	between
fs32k	15	all	6	0.5012243986129761	rest	10	0	2	7	between
fs32k	15	all	7	0.4995325207710266	rest	10	0	2	7	between
fs32k	15	all	8	0.4862006306648254	rest	10	0	2	7	between
fs32k	15	all	9	0.4964482486248016	rest	10	0	2	7	between
fs32k	15	all	10	0.4927254617214203	rest	10	0	2	7	between
fs32k	15	all	11	0.4924141466617584	rest	10	0	2	7	between
fs32k	15	all	12	0.5072263479232788	rest	10	0	2	7	between
fs32k	15	all	13	0.4921106398105621	rest	10	0	2	7	between
fs32k	15	all	14	0.4717265367507934	rest	10	0	2	7	between
fs32k	15	all	15	0.4705827832221985	rest	10	0	2	7	between
fs32k	15	all	16	0.4962668418884277	rest	10	0	2	7	between
fs32k	15	all	17	0.4786397516727447	rest	10	0	2	7	between
fs32k	15	all	18	0.4734008312225342	rest	10	0	2	7	between
fs32k	15	all	19	0.4741057455539703	rest	10	0	2	7	between
fs32k	15	all	20	0.5032464265823364	rest	10	0	2	7	between
fs32k	15	all	21	0.5028166174888611	rest	10	0	2	7	between
fs32k	15	all	22	0.4677819907665252	rest	10	0	2	7	between
fs32k	15	all	23	0.4780041575431824	rest	10	0	2	7	between
fs32k	15	all	24	0.491746723651886	rest	10	0	2	7	between
fs32k	15	all	25	0.4894068241119385	rest	10	0	2	7	between
fs32k	15	all	26	0.4855249524116516	rest	10	0	2	7	between
fs32k	15	all	27	0.4789396524429321	rest	10	0	2	7	between
fs32k	15	all	28	0.5241618156433105	rest	10	0	2	7	between
fs32k	15	all	29	0.4972666501998901	rest	10	0	2	7	between
fs32k	15	all	30	0.4706031084060669	rest	10	0	2	7	between
fs32k	15	all	31	0.5095900297164917	rest	10	0	2	7	between
fs32k	15	all	32	0.4840983748435974	rest	10	0	2	7	between
fs32k	15	all	33	0.5081498622894287	rest	10	0	2	7	between
fs32k	15	all	34	0.5089355707168579	rest	10	0	2	7	between
fs32k	15	all	35	0.4827480912208557	rest	10	0	2	7	between
fs32k	15	all	36	0.472676157951355	rest	10	0	2	7	between
fs32k	15	all	37	0.488766610622406	rest	10	0	2	7	between
fs32k	15	all	38	0.4782136082649231	rest	10	0	2	7	between
fs32k	15	all	39	0.473389983177185	rest	10	0	2	7	between
fs32k	15	all	40	0.4773644804954529	rest	10	0	2	7	between
fs32k	15	all	41	0.4680434167385101	rest	10	0	2	7	between
fs32k	15	all	42	0.4693341851234436	rest	10	0	2	7	between
fs32k	15	all	43	0.4765922427177429	rest	10	0	2	7	between
fs32k	15	all	44	0.4731305241584778	rest	10	0	2	7	between
fs32k	15	all	45	0.4582067131996155	rest	10	0	2	7	between
fs32k	15	all	46	0.4737997651100158	rest	10	0	2	7	between
fs32k	15	all	47	0.4905842244625091	rest	10	0	2	7	between
fs32k	15	all	48	0.47492116689682	rest	10	0	2	7	between
fs32k	15	all	49	0.4754434823989868	rest	10	0	2	7	between
fs32k	15	all	50	0.4770668745040893	rest	10	0	2	7	between
fs32k	15	all	51	0.4732611179351806	rest	10	0	2	7	between
fs32k	15	all	52	0.4882815480232239	rest	10	0	2	7	between
fs32k	15	all	53	0.4918791949748993	rest	10	0	2	7	between
fs32k	15	all	54	0.491477221250534	rest	10	0	2	7	between
fs32k	15	all	55	0.4903893172740936	rest	10	0	2	7	between
fs32k	15	all	1	0.4663665890693664	rest	10	0	2	8	between
fs32k	15	all	2	0.4860593676567077	rest	10	0	2	8	between
fs32k	15	all	3	0.5020699501037598	rest	10	0	2	8	between
fs32k	15	all	4	0.4865290522575378	rest	10	0	2	8	between
fs32k	15	all	5	0.4752157926559448	rest	10	0	2	8	between
fs32k	15	all	6	0.4845501184463501	rest	10	0	2	8	between
fs32k	15	all	7	0.4759624600410461	rest	10	0	2	8	between
fs32k	15	all	8	0.4716897308826446	rest	10	0	2	8	between
fs32k	15	all	9	0.4803628027439117	rest	10	0	2	8	between
fs32k	15	all	10	0.4870494902133941	rest	10	0	2	8	between
fs32k	15	all	11	0.4960389137268066	rest	10	0	2	8	between
fs32k	15	all	12	0.5141416192054749	rest	10	0	2	8	between
fs32k	15	all	13	0.501368522644043	rest	10	0	2	8	between
fs32k	15	all	14	0.478277325630188	rest	10	0	2	8	between
fs32k	15	all	15	0.4634146094322204	rest	10	0	2	8	between
fs32k	15	all	16	0.497774213552475	rest	10	0	2	8	between
fs32k	15	all	17	0.4808052480220794	rest	10	0	2	8	between
fs32k	15	all	18	0.4798779189586639	rest	10	0	2	8	between
fs32k	15	all	19	0.4765998125076294	rest	10	0	2	8	between
fs32k	15	all	20	0.5072221159934998	rest	10	0	2	8	between
fs32k	15	all	21	0.5021848082542419	rest	10	0	2	8	between
fs32k	15	all	22	0.4715460538864136	rest	10	0	2	8	between
fs32k	15	all	23	0.4575737118721008	rest	10	0	2	8	between
fs32k	15	all	24	0.4943117499351501	rest	10	0	2	8	between
fs32k	15	all	25	0.4799681603908539	rest	10	0	2	8	between
fs32k	15	all	26	0.482813149690628	rest	10	0	2	8	between
fs32k	15	all	27	0.4793711006641388	rest	10	0	2	8	between
fs32k	15	all	28	0.522799551486969	rest	10	0	2	8	between
fs32k	15	all	29	0.4923796951770782	rest	10	0	2	8	between
fs32k	15	all	30	0.4706970453262329	rest	10	0	2	8	between
fs32k	15	all	31	0.5103816986083984	rest	10	0	2	8	between
fs32k	15	all	32	0.4801237881183624	rest	10	0	2	8	between
fs32k	15	all	33	0.5028678178787231	rest	10	0	2	8	between
fs32k	15	all	34	0.5014467239379883	rest	10	0	2	8	between
fs32k	15	all	35	0.4847227931022644	rest	10	0	2	8	between
fs32k	15	all	36	0.4671587944030761	rest	10	0	2	8	between
fs32k	15	all	37	0.4915748536586761	rest	10	0	2	8	between
fs32k	15	all	38	0.4751002490520477	rest	10	0	2	8	between
